Id,Name,Positions,Value,Height,Age,Preferred Foot,Right Foot,Left Foot,Personality,Acc,Wor,Vis,Thr,Pun,Tec,Tea,Tck,Str,Sta,Rus,Ref,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer
549,Daniel Wass,DR||DM||MC||AMR,30500000.0,178,29,3,5,2,19,14,13,13,3,2,14,12,13,11,13,2,2,10,9,15,13,3,11,13,11,14,11,8,2,13,11,1,16,11,15,11,3,13,13,14,13,15,13,11,1,1,12,12,14,13,12,3
557,Kiko Femenia,DR||AMR||AML,9250000.0,173,27,3,5,2,9,17,13,9,2,3,13,12,11,9,13,4,2,10,11,12,16,3,12,14,8,14,9,9,2,7,7,2,9,13,10,9,1,12,9,10,11,10,12,10,1,3,14,10,11,11,9,1
558,Aleix Vidal,DR||AMR||AML,27000000.0,177,28,3,5,4,6,15,16,12,1,2,15,13,13,9,13,2,1,11,12,13,14,2,15,15,11,13,10,9,3,8,7,1,8,16,14,11,1,15,15,13,12,11,13,11,2,1,14,12,12,13,12,3
588,Valentino Lazaro,DR||AMR||AML,12000000.0,178,22,3,5,2,1,15,14,14,1,2,15,12,11,9,14,3,1,11,10,13,14,3,11,12,8,9,11,7,2,9,9,1,11,15,14,10,1,15,9,12,12,13,10,12,1,2,8,10,13,15,14,2
592,Mame Diouf,DR||AMR||AML,3400000.0,185,30,3,5,4,0,13,15,8,1,1,12,13,7,13,15,2,3,6,10,8,13,3,16,18,6,5,9,6,3,14,12,3,6,12,11,10,2,10,15,10,8,6,12,9,3,2,17,12,14,14,16,3
602,Olexandr Karavaev,DR||AMR||AML,3000000.0,174,26,3,5,2,1,14,16,10,3,1,13,15,10,10,13,1,2,11,6,11,14,3,13,13,9,6,12,13,2,7,9,2,12,10,7,10,3,13,14,13,13,8,11,10,1,3,11,13,10,13,7,3
609,Bouna Sarr,DR||AMR,6000000.0,177,26,3,5,2,1,16,13,10,1,1,13,11,10,11,14,4,2,10,13,12,15,3,14,15,10,7,11,7,4,8,10,2,7,12,13,10,1,13,12,10,13,6,10,10,1,3,12,10,11,15,11,1
642,Robert Bauer,DR||DL||DC||DM,2500000.0,183,23,3,5,4,8,11,15,8,1,1,10,14,15,13,16,3,2,12,8,12,14,2,8,17,14,16,11,10,3,12,10,3,6,7,10,7,3,7,14,10,9,6,11,10,2,2,16,15,13,10,15,2
646,Stefan Posch,DR||DC,2300000.0,188,21,3,5,2,12,12,10,8,1,2,10,15,12,13,13,1,3,13,9,11,15,2,6,13,14,10,6,10,1,16,13,2,4,5,9,6,3,7,12,13,7,3,12,16,2,3,14,11,12,12,8,3
650,John Souttar,DR||DC,1300000.0,186,21,3,5,4,1,12,11,13,2,2,13,14,14,13,14,1,2,12,12,13,13,2,10,13,13,8,7,12,1,12,12,1,8,12,13,8,1,12,11,12,10,7,10,13,2,2,14,12,13,9,11,2
656,Matthew Pennington,DR||DC,725000.0,186,23,3,5,1,18,12,15,8,2,3,12,13,12,14,12,2,3,12,6,12,12,3,11,13,13,11,5,10,3,12,13,1,6,5,11,7,3,10,15,13,9,5,12,13,2,2,15,11,12,12,12,3
659,Tommie Hoban,DR||DL||DC,850000.0,188,24,3,5,2,1,12,15,12,3,3,11,12,13,11,13,1,2,13,3,10,13,2,13,12,12,7,5,10,2,13,14,2,7,5,11,5,1,8,14,13,6,4,13,12,1,3,13,12,14,13,7,3
667,Aissa Mandi,DR||DL||DC,900000.0,184,26,3,5,2,18,14,14,11,2,3,12,14,15,14,13,4,1,12,6,12,14,2,12,15,13,12,5,12,3,13,14,1,6,7,10,5,1,9,16,13,13,6,12,12,2,2,16,14,15,13,14,2
671,Frederik Sorensen,DR||DC,2000000.0,194,26,3,5,2,19,11,10,9,1,1,8,17,13,16,13,3,2,14,6,10,15,1,7,13,13,17,9,10,3,18,12,2,6,6,8,6,1,6,12,12,9,5,15,15,3,1,13,14,16,7,5,3
678,Djene Dakonam,DR||DC||DM,"40,999,999,999,999,900",176,26,3,5,2,1,15,15,11,4,3,10,12,13,12,14,3,1,12,8,9,14,2,11,15,14,11,8,9,2,7,7,1,7,8,11,5,3,9,10,12,11,9,14,12,2,1,13,11,12,14,11,3
679,Aritz Elustondo,DR||DC,850000.0,182,24,3,5,2,3,12,15,14,2,2,13,16,14,13,14,4,1,13,6,13,14,3,9,12,14,11,12,14,4,13,15,3,7,4,12,4,3,10,20,13,13,4,14,13,4,1,16,12,13,12,13,2
683,Gege,DR||DC,675000.0,183,30,3,5,2,5,11,14,6,4,2,8,13,13,14,13,2,1,13,5,9,13,3,8,13,14,12,6,13,1,13,14,1,6,4,9,5,3,7,14,11,7,4,12,9,2,1,13,14,12,10,14,3
690,Eneko Boveda,DR||DL||DC,3900000.0,180,29,3,5,1,18,13,14,10,1,1,11,14,14,13,14,1,1,14,4,11,14,3,12,11,12,14,8,11,1,11,12,3,6,9,10,3,4,11,15,13,11,4,14,13,2,1,14,13,14,12,11,2
692,Hidde ter Avest,DR||DC,1200000.0,182,21,3,5,1,1,13,15,13,4,3,11,14,12,13,12,3,3,13,9,12,13,1,10,9,12,9,8,11,1,12,12,1,8,13,11,7,1,10,14,12,11,11,12,11,3,3,12,13,14,12,13,1
701,Silvan Hefti,DR||DC,2700000.0,182,20,4,5,1,1,12,12,10,3,1,10,13,15,13,14,2,3,13,6,13,12,2,9,12,14,12,10,13,4,11,13,3,5,7,10,6,3,9,10,13,7,6,12,14,1,3,14,12,14,12,15,3
703,Rober,DR||DC||DM,3400000.0,182,23,3,5,2,1,12,14,10,1,3,11,14,13,14,14,2,3,13,8,12,13,3,8,13,14,10,7,10,3,12,13,2,7,9,11,7,4,8,12,13,7,6,14,13,2,1,14,11,13,12,13,2
707,Molla Wague,DR||DC,2000000.0,191,27,4,5,1,8,13,14,6,1,2,9,14,15,15,14,2,1,13,6,7,14,3,8,13,14,5,6,8,2,16,16,3,6,6,8,8,3,6,13,12,6,3,13,13,3,3,15,14,12,11,13,3
715,Ximo Navarro,DR||DC,3200000.0,178,28,3,5,2,1,15,13,10,1,2,11,12,14,11,13,3,2,12,8,11,15,3,12,13,13,5,8,13,4,11,12,3,8,9,10,9,2,11,8,12,12,9,13,11,1,3,13,13,12,12,13,1
726,Ezri Konsa,DR||DC||DM,450000.0,183,20,3,5,1,7,13,16,14,1,3,13,15,15,13,15,3,3,14,4,13,13,3,8,14,13,7,3,7,1,12,13,2,3,10,11,4,1,11,11,12,7,4,9,14,1,3,12,13,13,11,13,3
729,Dylan Bronn,DR||DC,450000.0,185,23,1,2,5,1,12,14,9,3,1,11,13,13,14,14,1,4,12,7,10,13,1,8,10,13,5,6,6,2,13,13,2,8,5,10,5,1,6,14,12,8,6,13,12,1,4,15,14,13,11,14,3
738,Mike te Wierik,DR||DC,450000.0,188,26,3,5,2,6,11,13,12,3,1,9,12,13,13,13,1,4,13,4,9,12,3,10,4,14,13,9,11,2,13,16,3,5,9,8,8,1,9,16,12,12,5,12,13,1,2,12,15,12,11,8,1
741,Sergio Postigo,DR||DC,900000.0,185,29,3,5,2,18,11,15,9,3,3,9,15,14,15,14,1,1,14,5,11,12,2,7,14,15,8,8,14,3,13,14,4,5,6,11,5,2,5,15,14,5,5,15,13,3,1,15,11,14,9,14,3
752,Sven van Beek,DR||DC,2000000.0,188,24,3,5,2,7,11,15,12,2,2,11,16,14,11,11,2,3,13,7,13,12,3,13,8,14,6,11,13,1,13,13,2,7,7,12,6,3,8,14,12,9,9,12,13,2,1,10,13,11,13,12,1
754,Guram Kashia,DR||DC,1600000.0,186,31,3,5,1,18,12,15,11,3,2,8,13,15,15,15,3,1,11,7,11,12,2,11,14,13,10,7,16,3,15,15,2,7,5,10,7,1,7,15,10,7,6,9,15,3,4,16,15,12,12,14,1
757,Andre Wisdom,DR||DC,425000.0,186,25,3,5,2,1,15,13,8,3,3,9,15,13,15,15,1,1,12,5,14,15,1,8,15,12,8,6,12,3,15,14,2,3,7,12,6,2,9,12,10,8,6,13,12,1,3,11,9,9,7,10,2
759,Martin Nervo,DR||DC,2700000.0,184,27,4,5,1,16,13,14,8,2,4,8,16,14,13,14,1,2,14,12,12,12,1,9,15,14,5,10,17,2,14,15,1,8,6,11,7,2,9,14,12,11,8,12,14,3,2,14,14,14,11,13,1
760,Hiram Mier,DR||DC,2700000.0,179,28,3,5,2,1,14,13,10,1,1,11,14,13,10,15,1,4,14,10,12,15,2,11,15,14,8,9,9,1,10,12,2,8,10,13,8,1,9,7,13,9,8,13,14,2,1,12,13,14,14,11,4
769,Raul Rodriguez,DR||DC,1300000.0,183,30,3,5,2,6,12,15,13,1,3,12,15,15,12,15,2,2,14,4,12,13,3,9,15,13,10,5,13,3,12,13,1,6,6,12,4,2,8,16,13,9,6,14,13,3,3,15,14,12,12,12,2
771,Maikel van der Werff,DR||DC||DM,1600000.0,186,29,3,5,1,1,12,15,12,2,2,11,14,12,13,14,3,1,12,12,11,12,1,13,14,12,10,15,14,4,11,11,2,12,11,12,4,4,8,13,12,14,10,13,14,2,2,15,13,12,12,15,2
780,Jerry St. Juste,DR||DC||DM,800000.0,186,21,3,5,4,1,13,14,11,2,2,13,11,13,11,13,2,3,11,7,13,12,1,12,14,13,12,10,10,2,13,11,1,12,8,12,7,2,10,11,11,8,8,12,10,1,1,14,11,13,15,12,1
789,Andrea Barzagli,DR||DC,13500000.0,187,37,3,5,1,13,9,13,11,4,3,11,17,15,14,10,4,1,19,9,12,10,2,5,10,19,3,3,12,3,13,14,1,2,3,11,3,1,7,18,18,8,2,17,16,2,1,14,17,16,8,8,3
790,Stefano Marzo,DR||DC||DM,775000.0,185,27,3,5,2,6,13,15,9,1,3,12,15,13,11,14,2,3,11,6,13,12,3,12,9,13,12,8,8,2,11,11,3,11,10,10,8,4,11,16,10,12,10,10,10,4,3,12,11,10,13,16,2
806,Joel Veltman,DR||DC,10000000.0,182,26,3,5,4,16,12,14,11,2,2,11,14,16,12,14,3,1,16,7,12,11,3,12,15,13,9,5,14,2,14,14,1,4,9,13,8,1,12,16,12,5,7,13,14,2,1,13,13,14,13,17,1
810,Unai Nunez,DR||DC,10750000.0,186,21,3,5,1,4,12,15,10,2,2,10,15,15,14,14,2,1,15,9,10,13,1,8,14,15,10,9,10,1,14,14,3,8,7,10,8,1,7,20,14,6,6,15,13,2,1,15,11,15,13,14,2
816,Panagiotis Retsos,DR||DL||DC,7250000.0,185,19,3,5,2,19,12,12,10,2,2,13,15,15,11,15,2,1,11,7,13,16,2,7,13,14,12,7,12,2,14,14,3,6,8,11,6,3,9,15,11,9,3,11,15,2,3,16,15,14,13,10,2
822,James Chester,DR||DC,900000.0,181,29,3,5,2,1,11,13,9,3,2,11,15,14,14,16,2,2,15,10,12,11,1,10,19,14,8,4,15,3,12,15,1,4,2,12,6,3,9,14,12,5,4,12,15,1,1,15,12,15,11,13,1
823,Bruno Ecuele Manga,DR||DC,2700000.0,186,30,3,5,1,5,12,12,12,3,1,12,13,14,15,14,3,3,14,10,11,12,2,8,14,14,10,8,13,3,14,15,1,7,8,12,7,1,10,14,11,8,4,7,14,1,1,15,14,14,12,12,1
829,Yohan Benalouane,DR||DC,3800000.0,185,31,3,5,2,8,12,14,9,2,3,11,13,12,16,15,1,3,13,8,10,12,3,7,15,14,6,8,12,1,15,14,3,6,11,12,6,1,11,13,13,9,5,8,13,1,2,16,15,15,11,17,4
837,Facundo Roncaglia,DR||DC,10750000.0,179,31,3,5,2,6,13,15,11,3,2,12,15,14,16,15,3,3,14,9,13,12,2,10,14,15,13,12,10,2,13,15,1,6,6,12,11,2,10,16,12,10,6,10,13,1,1,13,14,14,12,15,2
845,Jason Denayer,DR||DC||DM,900000.0,184,23,3,5,2,7,15,15,11,1,3,13,13,16,14,13,2,4,12,8,13,15,4,7,13,12,10,6,8,4,13,12,3,5,9,13,9,3,11,10,11,8,6,12,13,1,1,13,14,13,14,15,1
846,Andrea Masiello,DR||DC,16250000.0,184,32,3,5,2,19,13,13,7,1,1,12,14,15,14,13,3,1,16,4,11,13,2,7,14,15,7,7,13,3,12,14,2,4,5,11,6,4,7,16,14,8,3,15,14,3,1,14,14,16,14,13,1
848,Chancel Mbemba,DR||DL||DC,6250000.0,182,23,3,5,2,1,15,15,8,1,2,13,15,15,14,14,2,2,14,7,12,15,2,11,14,13,4,10,10,3,13,14,1,4,10,12,8,2,12,13,11,10,4,12,14,2,1,14,14,13,11,10,3
850,Ruben Vezo,DR||DC,9000000.0,182,24,3,5,2,8,15,15,11,3,1,13,14,13,11,16,1,2,14,10,12,14,3,10,15,13,12,7,11,3,15,14,3,7,6,12,6,3,11,13,13,8,6,10,13,1,2,13,12,13,15,11,1
852,Luis Hernandez,DR||DC,9000000.0,183,29,3,5,2,1,13,13,10,2,1,14,14,15,12,16,1,1,15,10,13,13,2,10,14,14,20,10,12,3,12,13,2,7,9,11,6,3,11,12,11,13,11,12,13,2,3,14,10,15,13,13,1
855,Santiago Vergini,DR||DC,3400000.0,191,29,3,5,1,8,9,15,7,2,2,6,15,15,17,15,1,3,14,11,12,11,1,9,14,15,4,7,11,2,17,14,2,5,9,9,8,1,6,12,11,5,6,11,16,3,3,13,17,12,7,12,1
863,Carlos Salcedo,DR||DC,5500000.0,188,24,3,5,2,6,14,14,9,1,1,10,12,16,15,13,3,2,14,9,12,12,3,7,13,15,14,8,11,2,14,12,1,5,5,12,6,1,9,17,10,8,5,12,10,3,2,18,16,13,12,12,3
870,Alexander Djiku,DR||DC,3800000.0,182,23,3,5,1,1,13,15,8,3,3,12,13,13,14,14,1,4,13,8,12,12,1,10,14,14,11,7,10,4,12,14,3,7,10,12,7,3,10,14,13,11,7,14,13,3,2,16,15,13,12,15,2
873,Aleksandar Pantic,DR||DC,2700000.0,184,26,3,5,2,1,12,13,12,2,2,12,11,14,14,13,3,1,11,7,12,13,2,12,9,14,8,8,10,3,13,13,2,8,9,12,4,3,11,10,11,14,12,11,12,3,2,13,10,11,12,9,3
874,Reece James,DR||DC,1200000.0,179,18,3,5,2,1,15,12,9,1,3,11,12,12,10,15,1,3,11,5,10,13,3,11,15,10,11,5,12,1,6,11,2,10,10,9,7,3,8,5,11,15,12,10,12,2,1,11,14,10,11,11,3
875,Tin Jedvaj,DR||DC,5000000.0,184,22,3,5,2,0,12,14,10,3,2,12,10,16,13,13,2,2,11,8,13,15,3,13,16,15,17,9,10,1,12,11,1,5,9,12,10,3,9,16,12,10,5,9,15,2,2,17,15,15,11,12,4
880,Ognjen Vranjes,DR||DC,2700000.0,183,28,3,5,1,6,13,13,8,2,2,10,12,15,15,13,3,1,13,12,9,13,1,10,14,14,10,6,8,1,14,16,1,4,7,9,8,1,10,16,12,6,5,12,12,3,1,17,16,13,14,19,2
887,Almamy Toure,DR||DC,6000000.0,184,22,4,5,1,8,14,13,12,2,3,13,14,13,14,14,3,3,13,10,13,14,1,14,13,13,12,9,10,1,12,16,1,8,12,13,8,1,13,13,12,15,8,13,12,2,3,12,15,13,13,12,3
896,Marcel Tisserand,DR||DL||DC,900000.0,190,25,3,5,1,18,14,14,10,3,2,12,10,15,14,13,3,2,12,5,12,16,3,9,15,15,10,8,12,2,17,11,1,6,12,13,7,1,13,16,10,11,6,11,9,3,1,16,15,14,12,12,3
897,Tony Jantschke,DR||DC,900000.0,177,28,3,5,4,8,11,12,9,1,1,11,17,15,10,14,3,2,16,6,12,12,3,7,14,14,10,6,11,1,11,12,2,5,4,11,5,1,7,12,13,9,5,16,14,1,2,11,11,17,12,8,1
906,Simon Francis,DR||DC,12000000.0,188,33,3,5,2,8,12,15,10,2,3,13,13,14,15,14,3,1,14,6,13,11,2,11,15,14,10,9,15,2,12,14,2,5,4,13,6,3,11,13,12,14,10,12,13,2,1,12,14,14,10,9,3
907,Nenad Tomovic,DR||DC,"40,999,999,999,999,900",184,30,3,5,1,1,13,14,11,3,2,11,15,13,14,13,3,3,15,8,12,14,1,10,15,14,12,8,11,2,11,13,3,7,10,12,8,4,10,14,13,11,6,10,13,1,1,15,13,12,12,16,2
922,Zainadine Junior,DR||DC,5500000.0,178,30,4,5,1,18,14,15,8,2,2,12,14,14,13,14,1,4,14,8,12,13,1,9,16,14,15,7,14,3,12,14,2,5,11,11,8,1,10,17,13,9,6,13,11,3,2,14,14,15,14,14,3
923,Paul Baysse,DR||DC,3400000.0,185,30,3,5,1,5,11,15,11,3,1,11,16,14,15,14,3,3,14,6,12,11,2,8,12,14,13,9,14,2,13,15,1,6,7,10,7,1,7,14,12,10,4,13,10,2,1,17,10,14,12,16,1
927,Kevin Akpoguma,DR||DL||DC,3800000.0,192,23,3,5,2,5,13,13,9,1,3,11,15,14,14,14,4,2,11,10,10,16,2,12,16,14,15,11,9,3,17,13,1,8,11,11,10,3,9,14,10,9,5,11,11,3,1,15,15,12,12,12,1
932,Branislav Ivanovic,DR||DC,19000000.0,185,34,3,5,2,4,11,17,10,1,4,8,17,15,16,15,1,2,14,10,12,13,4,12,16,13,14,9,15,1,13,15,3,10,6,11,11,4,9,19,14,10,8,16,14,3,1,19,13,15,8,14,2
937,Gonzalo Montiel,DR||DC,2200000.0,175,21,3,5,2,6,11,16,9,3,1,10,16,14,13,14,1,2,14,8,11,12,2,12,16,14,11,5,14,2,11,13,1,3,7,11,6,2,10,16,12,9,6,13,11,4,2,15,13,14,12,16,1
941,Daniel Schwaab,DR||DC,6250000.0,186,29,3,5,1,8,10,13,12,1,1,12,18,13,13,15,3,3,15,13,13,12,3,8,15,14,15,8,12,1,13,10,2,10,8,12,6,2,8,10,15,15,11,15,15,4,3,12,13,16,8,8,1
944,Nordi Mukiele,DR||DC,3600000.0,185,20,3,5,2,6,14,14,12,3,3,13,13,16,14,15,3,3,11,9,13,16,2,8,16,14,13,6,9,3,14,11,1,6,8,11,6,3,12,15,10,12,7,10,13,3,1,17,15,15,13,13,3
945,Ermin Bicakcic,DR||DC,3400000.0,185,28,0,5,3,18,11,11,7,2,3,8,15,16,17,13,2,1,12,5,9,16,3,8,14,16,14,4,12,3,14,13,3,4,5,8,8,1,6,16,10,6,3,14,10,1,2,18,15,11,8,8,1
965,Geoff Cameron,DR||DC||DM||MC,2800000.0,191,33,3,5,2,6,10,14,10,3,3,9,12,13,13,13,1,3,12,13,11,11,2,13,12,13,15,9,10,1,14,12,2,9,12,11,10,3,12,15,13,10,9,14,12,2,2,11,11,13,11,11,2
970,Paulo Miranda,DR||DC,8000000.0,184,29,3,5,1,1,13,13,12,3,1,13,14,14,14,15,2,3,13,8,12,13,1,11,15,14,8,8,4,1,13,13,1,10,8,12,9,1,11,13,12,10,5,12,12,3,3,13,13,14,13,12,2
997,Cesar Azpilicueta,DR||DL||DC,47500000.0,178,28,0,5,3,16,13,18,11,1,2,13,17,15,10,17,2,2,13,8,10,14,3,12,17,12,11,9,16,1,9,9,1,7,8,11,6,1,9,16,15,15,8,15,14,3,1,16,12,15,13,12,2
1000,Toby Alderweireld,DR||DC,27000000.0,187,29,3,5,4,16,13,15,13,3,1,13,15,16,15,13,1,2,16,8,15,12,2,10,15,14,12,11,12,2,14,16,2,11,10,14,9,3,12,14,15,10,7,14,14,1,1,14,14,16,13,13,2
1007,Marquinhos,DR||DC,36000000.0,183,24,3,5,1,4,14,15,12,3,1,14,17,16,14,15,2,1,16,8,13,15,2,8,14,15,7,10,12,2,13,15,1,4,10,14,8,3,10,18,15,11,4,16,15,2,3,15,16,15,13,14,1
1012,Joe Gomez,DR||DL||DC,30500000.0,188,21,4,5,1,4,15,14,9,3,1,14,14,15,15,15,1,1,14,6,12,15,2,10,14,14,14,7,12,1,15,14,2,6,8,15,6,1,14,18,14,8,6,14,15,1,2,14,14,14,14,13,1
1013,Benjamin Pavard,DR||DC,32500000.0,186,22,3,5,2,19,11,10,13,2,2,14,15,16,13,14,2,3,16,10,14,14,1,7,15,14,11,11,11,3,14,13,2,6,9,12,7,2,10,14,16,10,5,12,18,3,2,14,12,17,11,8,2
1014,Nacho,DR||DL||DC,36000000.0,180,28,3,5,4,16,16,16,11,3,1,10,17,16,14,15,3,2,15,7,13,15,2,12,15,14,12,8,13,4,11,14,3,8,9,13,10,1,10,14,14,12,7,17,13,2,1,13,14,15,13,15,1
1019,Antonio Rudiger,DR||DC,25500000.0,190,25,3,5,2,18,13,15,10,3,2,11,13,16,18,16,3,2,14,7,12,16,1,8,10,14,14,8,15,3,15,14,2,9,9,10,7,3,10,17,12,10,5,12,13,4,3,17,17,15,12,15,1
1020,Kurt Zouma,DR||DC,21500000.0,190,23,4,5,1,18,19,15,8,2,2,10,12,16,18,14,1,2,12,7,10,15,1,8,14,13,8,7,13,2,18,16,1,6,7,11,8,3,9,16,13,10,4,11,13,1,1,14,18,12,11,14,2
1037,Victor Lindelof,DR||DC,16250000.0,187,24,3,5,4,12,16,15,13,2,1,14,14,14,13,14,3,1,15,10,14,15,1,14,16,15,11,6,13,3,13,11,2,3,14,13,7,3,12,14,12,10,3,11,13,3,3,12,14,14,15,12,1
1044,Matthias Ginter,DR||DC,21500000.0,190,24,3,5,4,8,10,10,12,3,2,12,17,14,15,15,1,2,16,11,13,12,1,8,16,14,14,10,11,3,14,15,2,7,6,13,10,1,7,12,16,12,6,15,16,3,3,12,13,15,9,7,1
1054,Craig Cathcart,DR||DC,12500000.0,188,29,3,5,4,16,11,14,8,1,1,12,13,16,13,15,3,3,16,4,12,12,3,11,15,14,7,4,11,3,15,15,3,4,5,12,10,2,8,16,15,4,3,14,14,4,3,13,13,14,9,11,2
1066,Steve Cook,DR||DC,10000000.0,186,27,3,5,2,9,14,15,12,1,3,14,13,15,14,15,3,2,14,1,13,14,2,7,16,14,14,6,14,2,14,14,3,6,6,12,8,3,8,14,13,9,6,13,14,2,2,13,13,13,13,9,2
1076,Craig Dawson,DR||DC,9250000.0,188,28,3,5,4,0,12,13,10,3,1,11,15,14,15,15,2,3,15,10,11,13,2,6,18,14,4,6,12,1,17,17,3,2,7,12,9,1,9,17,11,12,2,12,11,2,1,17,11,13,10,15,3
1081,James Tomkins,DR||DC,8000000.0,191,29,3,5,2,5,13,16,6,3,4,10,18,15,14,13,3,1,14,2,10,13,1,8,15,14,6,4,14,2,16,16,3,4,4,9,4,1,11,13,13,4,6,11,15,3,1,16,14,13,11,12,2
1088,Timothy Fosu-Mensah,DR||DC||DM||MC,7750000.0,190,20,3,5,2,6,15,11,10,3,2,11,12,13,15,14,3,1,14,8,11,15,1,11,14,11,8,8,6,1,15,12,3,7,7,12,6,2,9,16,11,7,8,11,10,3,1,12,12,12,12,13,1
1096,Mason Holgate,DR||DC,6250000.0,181,21,3,5,2,0,14,13,11,2,1,15,13,14,13,15,3,2,14,8,12,16,1,9,15,13,7,5,8,2,13,13,1,6,9,11,5,3,9,13,13,9,5,10,14,2,1,13,13,11,15,13,2
1102,Kevin Long,DR||DC,900000.0,188,27,3,5,1,9,12,14,10,3,2,11,15,14,17,16,1,2,13,10,10,12,1,9,13,13,11,6,11,1,16,17,1,7,8,11,6,2,8,12,13,4,4,16,12,1,2,16,12,7,11,17,1
1107,Hugo Mallo,DR||DC,20500000.0,174,27,3,5,4,6,15,16,10,3,2,12,15,15,14,15,2,3,15,9,12,14,3,13,13,13,14,6,12,3,9,10,4,7,7,12,9,3,11,15,13,13,4,16,14,3,3,16,13,14,13,16,3
1113,Jonny,DR||DL||DC,19000000.0,170,24,3,5,1,1,15,16,9,1,1,11,15,14,12,15,3,1,14,8,12,15,3,11,15,14,13,7,12,2,10,10,3,7,8,10,10,3,13,13,13,12,6,16,13,2,1,16,12,14,14,14,1
1121,Eder Militao,DR||DC||DM||MC,10750000.0,186,20,4,5,1,19,13,14,12,2,4,12,12,14,14,14,1,3,14,13,12,13,1,14,15,13,12,11,12,2,14,13,2,14,15,12,8,1,12,14,13,10,11,12,11,1,2,14,14,13,12,15,3
1129,Benedikt Howedes,DR||DC,14750000.0,188,30,3,5,4,16,10,11,8,1,3,9,18,17,14,14,3,3,15,8,10,12,1,7,13,17,12,5,14,1,15,16,1,4,3,10,8,2,7,17,12,8,4,17,13,2,4,16,15,14,9,12,3
1132,Nikola Milenkovic,DR||DC,10750000.0,195,20,3,5,2,1,11,13,10,3,2,11,13,15,15,15,2,1,14,9,12,12,3,9,16,14,11,7,11,2,17,14,2,6,7,11,7,2,8,14,12,9,5,12,13,4,2,16,15,14,13,15,1
