Id,Name,Positions,Value,Height,Age,Preferred Foot,Right Foot,Left Foot,Personality,Acc,Wor,Vis,Thr,Pun,Tec,Tea,Tck,Str,Sta,Rus,Ref,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer
86,Karim Laribi,MC||AML,2500000.0,175,27,1,2,5,1,13,12,14,1,4,14,14,10,12,13,3,2,9,9,14,13,2,14,10,5,6,14,14,1,9,9,4,14,13,14,12,2,14,12,13,11,12,10,12,3,3,10,12,13,12,11,2
90,Oleg Shatov,MC||AMR||AML,1000000.0,173,28,3,5,4,1,14,14,13,2,1,15,12,11,8,14,1,1,10,10,13,14,3,14,15,8,11,11,8,1,8,10,2,12,14,13,9,3,12,13,11,11,13,12,11,3,2,8,12,12,14,11,2
93,Joao Carvalho,MC||AML,2200000.0,170,21,3,5,4,8,12,10,15,1,1,16,14,6,8,11,2,3,8,11,14,12,3,12,13,5,5,11,6,1,6,6,1,10,15,15,10,3,14,11,14,13,13,10,15,1,4,9,14,9,14,10,1
97,Edgar Prib,MC||AML,1000000.0,180,28,1,1,5,8,12,18,12,1,1,12,15,11,11,17,3,1,10,10,13,12,1,14,13,9,11,12,9,3,10,9,2,14,11,12,10,2,11,14,10,14,15,13,10,3,4,15,14,13,14,17,1
104,Ager Aketxe,MC||AMR||AML,3000000.0,174,24,1,1,5,1,13,9,14,1,1,15,13,7,10,12,1,1,7,14,14,13,2,15,9,4,6,12,9,1,8,8,3,18,13,14,13,2,12,14,13,14,14,12,13,2,2,10,13,13,13,10,1
121,Mike Frantz,MC||AMR||AML,1000000.0,182,31,1,4,5,6,13,17,10,1,3,13,13,12,14,15,2,1,9,9,12,12,1,14,15,9,11,11,12,1,9,9,3,10,11,11,9,1,13,17,10,12,10,14,8,3,3,15,16,11,12,17,1
134,Mattheus Oliveira,MC||AML,3600000.0,182,24,1,2,5,8,11,10,14,3,1,16,15,12,7,12,1,3,11,13,15,11,2,11,12,9,6,14,10,3,12,8,2,14,13,15,11,3,14,11,14,15,15,12,15,1,4,8,13,14,12,8,3
137,Mustafa Saymak,MC||AMR||AML,1400000.0,169,25,3,5,2,1,13,11,13,1,2,15,11,5,8,12,2,2,6,7,13,13,1,14,12,5,11,12,7,3,7,7,1,13,14,13,9,1,14,8,13,11,13,12,12,2,4,14,8,13,15,11,1
154,Mubarak Wakaso,MC||AMR||AML,3600000.0,171,28,1,2,5,1,15,17,12,3,3,10,9,12,10,16,1,2,10,9,11,15,2,12,17,12,14,13,4,3,7,8,3,11,12,9,8,3,12,11,8,14,11,8,7,2,2,16,12,8,14,17,1
167,David Barbona,MC||AMR||AML,475000.0,176,23,3,5,4,3,13,13,13,2,2,12,12,12,13,12,1,2,11,11,12,12,1,13,15,10,4,12,8,2,10,9,2,13,14,14,11,3,12,18,13,13,12,13,12,2,1,11,12,8,14,8,1
179,Lucas Villafanez,MC||AMR||AML,950000.0,171,26,3,5,2,5,13,14,13,3,3,15,12,6,7,13,2,2,9,14,14,13,3,13,12,6,6,12,9,2,7,7,3,13,15,14,10,1,14,14,11,13,13,8,11,2,4,10,8,10,14,14,1
180,Youness Mokhtar,MC||AML,950000.0,177,26,3,5,4,1,14,8,15,1,1,15,12,3,11,12,2,2,5,13,12,13,2,15,14,3,6,8,5,3,4,5,2,8,14,15,9,3,14,11,10,11,13,8,13,4,2,14,13,11,15,10,3
186,Isco,MC||AMR||AML,77000000.0,176,26,3,5,4,0,13,11,19,2,1,19,13,8,12,13,2,4,11,15,17,13,1,14,10,5,8,15,13,3,8,9,1,14,18,18,13,3,18,16,15,15,15,14,15,2,2,8,17,15,14,10,3
187,Philippe Coutinho,MC||AMR||AML,76000000.0,172,26,3,5,4,6,14,15,17,1,3,18,15,11,12,14,2,1,13,12,15,13,4,16,13,11,3,17,13,3,8,8,3,15,18,17,14,1,18,16,15,14,13,15,17,1,3,12,16,14,17,11,2
197,Marco Asensio,MC||AMR||AML,30000000.0,182,22,1,2,5,6,14,12,15,2,3,18,12,8,11,14,4,2,9,14,16,15,2,12,15,5,7,18,9,2,10,8,1,15,17,17,18,3,17,15,15,15,15,10,16,2,3,10,11,14,15,10,2
200,Adam Lallana,MC||AMR||AML,42000000.0,173,30,0,5,3,16,13,17,14,2,2,18,15,10,10,17,3,2,12,9,14,11,3,16,14,10,2,9,12,3,6,6,1,8,16,17,10,2,17,17,14,13,10,14,16,2,1,11,15,15,14,11,1
215,Eran Zahavi,MC||AMR||AML||STC,24000000.0,181,31,3,5,4,4,12,13,14,1,2,12,13,8,12,15,3,3,10,16,13,12,1,16,13,7,7,12,16,2,10,10,3,13,14,14,15,2,12,19,14,11,11,13,17,1,3,13,11,15,13,11,3
223,Gylfi Sigurdsson,MC||AML,24000000.0,186,28,0,5,3,17,10,16,13,2,2,15,15,8,12,17,4,3,12,18,14,12,1,13,18,7,3,16,11,3,11,5,1,18,16,13,14,3,13,16,13,16,14,13,14,2,3,13,13,12,12,15,1
224,Angel Di Maria,MC||AMR||AML,32000000.0,180,30,1,1,5,19,16,12,16,4,2,16,12,8,9,14,1,2,8,14,15,15,2,14,14,5,4,15,10,1,10,6,3,15,16,17,13,2,15,13,13,14,16,12,16,2,1,12,12,15,17,11,2
225,Roberto Pereyra,MC||AMR||AML,24000000.0,182,27,3,5,4,1,14,13,14,2,1,16,13,10,11,15,2,1,8,13,14,14,2,16,10,7,7,14,6,2,9,7,1,11,14,15,13,3,15,13,12,14,13,10,14,1,1,7,12,14,15,11,3
232,Giacomo Bonaventura,MC||AML,14250000.0,180,28,3,5,4,19,14,13,13,3,1,15,15,11,12,12,3,3,12,12,14,14,1,16,14,9,6,15,14,1,11,13,1,14,14,14,12,3,15,15,14,14,14,14,14,1,2,13,11,15,14,12,2
236,Manuel Lanzini,MC||AMR||AML,18000000.0,167,25,3,5,4,1,15,12,14,3,2,16,13,5,8,13,1,2,5,10,14,15,2,14,13,6,2,13,10,1,8,8,1,14,15,16,13,1,16,12,11,12,13,10,13,2,1,10,13,11,15,12,2
241,Hakan Calhanoglu,MC||AMR||AML,25500000.0,178,24,3,5,4,0,13,13,15,3,2,17,13,11,8,12,3,2,10,14,16,14,3,14,14,8,6,16,6,4,9,7,3,17,17,16,13,1,12,9,12,15,18,10,13,1,1,9,11,13,15,11,3
280,Amine Harit,MC||AML,18000000.0,179,21,3,5,4,10,15,15,15,1,3,17,13,9,7,14,2,3,10,12,13,12,1,11,14,6,6,10,6,2,8,7,3,10,16,17,10,2,16,13,13,12,12,10,14,3,3,8,12,12,17,10,3
283,Callum McGregor,MC||AML,13250000.0,178,25,0,3,5,3,11,17,16,2,3,12,14,10,10,12,2,2,12,10,15,12,1,14,15,5,2,14,12,2,6,8,2,9,9,16,14,2,12,18,13,13,9,11,13,1,2,10,11,12,11,7,2
285,Denis Suarez,MC||AML,25500000.0,176,24,3,5,4,1,12,12,18,1,2,16,11,9,11,12,1,2,6,12,15,13,1,14,12,7,9,13,8,1,10,7,2,13,15,17,12,4,15,12,14,14,13,11,15,1,3,9,13,16,13,10,2
292,Pablo Sarabia,MC||AMR||AML,24000000.0,174,26,1,2,5,1,15,14,15,1,1,16,12,6,9,13,4,2,5,13,15,14,3,14,12,8,5,13,8,3,7,8,1,15,16,16,13,3,15,9,12,14,14,14,12,1,1,10,9,11,16,10,3
305,Harry Wilson,MC||AMR||AML,4600000.0,173,21,2,1,5,6,15,13,14,3,1,15,11,7,7,12,3,1,6,14,14,14,2,13,11,5,3,13,12,3,6,5,3,15,14,14,14,1,15,15,12,14,14,9,15,1,2,9,12,11,14,8,3
322,Iker Muniain,MC||AML,25500000.0,169,25,3,5,2,1,17,14,14,4,3,16,11,8,8,14,3,2,9,10,15,14,3,15,12,4,2,12,12,3,6,4,2,8,18,15,11,3,16,14,11,11,10,11,13,1,1,15,16,15,17,12,2
326,Jack Grealish,MC||AMR||AML,5000000.0,178,22,3,5,2,5,13,14,14,2,1,15,14,7,14,14,2,2,8,7,14,12,1,14,16,6,2,14,7,1,7,7,3,8,17,14,12,3,14,12,13,14,14,11,14,1,3,13,14,13,14,10,1
337,Ben Woodburn,MC||AML||STC,3400000.0,176,18,4,5,1,19,14,13,14,2,3,15,13,8,10,10,3,1,8,12,14,13,2,14,12,8,3,11,7,3,7,8,1,9,14,14,14,1,14,15,13,13,8,13,14,2,1,11,12,13,13,11,1
344,Adrian Mierzejewski,MC||AML,6000000.0,176,31,1,2,5,1,12,12,16,1,1,16,15,9,6,12,1,3,10,13,15,11,3,13,10,9,7,13,15,1,9,8,3,16,15,15,12,2,11,13,14,14,15,11,14,3,1,8,7,13,15,6,3
353,Senad Lulic,DL||MC||AML,20000000.0,183,32,3,5,4,16,13,16,10,1,2,12,17,13,13,13,1,1,13,12,12,13,2,17,17,12,2,11,18,2,10,12,1,4,13,12,13,1,14,17,12,14,12,12,12,2,3,15,13,16,12,15,1
377,Everton Ribeiro,MC||AMR||AML,18000000.0,174,29,1,1,5,1,14,14,14,2,1,16,12,10,6,13,3,2,8,13,15,15,1,14,13,5,4,12,10,1,7,8,3,13,18,16,12,2,16,14,12,13,13,11,11,3,3,10,8,13,16,12,3
381,Giorgian De Arrascaeta,MC||AML||STC,18000000.0,172,24,0,5,3,1,16,9,14,1,2,16,10,8,8,9,1,2,5,13,13,13,3,14,12,4,5,12,8,2,6,6,1,14,16,15,13,1,16,10,14,13,15,11,11,1,3,10,9,14,16,10,1
387,Arda Turan,MC||AMR||AML,19500000.0,175,31,3,5,4,1,12,7,17,3,1,18,7,9,11,10,3,1,7,13,16,10,3,14,9,6,6,12,12,1,8,10,3,13,16,15,13,2,17,11,15,15,14,12,16,1,3,9,15,15,12,10,2
391,Bersant Celina,MC||AML,2200000.0,181,21,3,5,2,6,14,14,13,1,3,17,11,6,8,11,2,1,8,10,12,12,1,12,12,6,5,13,6,3,9,7,1,14,14,15,12,1,14,16,11,13,13,9,13,1,3,10,15,12,13,8,3
417,Benjamin Bourigeaud,MC||AMR,4200000.0,178,24,3,5,1,18,12,15,13,1,1,13,15,12,12,14,2,1,12,15,14,13,1,13,14,10,5,14,11,2,9,7,1,15,8,14,11,2,12,16,12,14,14,13,10,2,3,12,12,13,14,9,1
418,Kwon Chang-Hoon,MC||AMR,4200000.0,174,24,1,4,5,8,12,15,14,1,3,14,12,8,11,14,1,2,13,8,15,11,2,14,16,5,2,12,12,2,7,6,2,11,14,14,15,1,16,11,13,13,11,11,11,2,1,10,12,11,12,15,2
433,Yusuf Yazici,MC||AMR,3000000.0,183,21,1,1,5,7,12,14,15,1,3,15,15,7,7,13,3,2,8,13,14,12,2,13,10,7,7,15,8,1,11,10,3,14,16,14,14,2,13,12,13,15,14,12,16,2,1,11,9,13,13,12,1
443,Nicolae Stanciu,MC||AMR,5000000.0,170,25,3,5,4,5,12,11,15,1,3,15,11,6,9,10,1,1,10,13,15,13,1,14,15,7,7,15,11,2,7,10,1,12,15,14,12,3,14,10,14,13,13,13,13,3,3,10,12,12,14,9,3
450,Lasse Schone,DM||MC||AMR,10000000.0,177,32,3,5,4,13,10,15,16,2,1,13,17,7,8,10,1,2,12,13,16,7,1,14,17,9,8,14,16,2,10,9,1,16,12,12,10,1,12,15,14,13,15,14,14,1,3,12,12,14,12,8,3
451,Paulinho,MC||AMR||AML,1000000.0,166,24,2,1,5,0,14,12,16,3,3,16,9,8,10,11,3,3,10,13,16,14,2,12,11,8,5,8,5,2,5,4,2,13,15,16,10,3,15,14,14,13,12,12,14,1,3,6,13,12,15,6,2
474,Jonathan Osorio,MC||AMR||AML,2200000.0,176,26,3,5,2,18,12,12,11,2,2,12,12,10,10,13,1,1,10,11,12,13,1,13,12,11,11,11,9,1,7,8,1,10,12,12,12,2,13,15,10,11,11,9,10,3,2,8,14,10,14,6,1
487,Matus Bero,MC||AMR,1400000.0,181,22,3,5,4,1,12,16,12,1,3,9,12,9,13,13,1,1,8,14,10,13,1,14,12,8,9,11,9,3,12,12,4,9,7,13,11,3,13,13,11,10,9,12,10,2,4,15,14,14,12,14,1
488,Pavel Mamaev,MC||AMR||AML,2800000.0,178,29,3,5,4,4,13,11,15,1,3,14,10,10,8,12,2,3,12,10,13,12,4,14,14,12,6,13,6,2,9,6,4,13,14,15,12,3,11,18,14,12,13,12,12,2,3,13,10,13,14,15,2
492,Unai Lopez,MC||AMR,3400000.0,169,22,3,5,2,1,13,13,14,2,3,16,15,6,8,12,1,1,5,9,14,13,2,14,13,4,2,8,12,1,8,7,1,11,14,15,12,3,14,3,12,12,11,11,12,4,1,13,13,15,14,13,1
506,Matias Zaracho,MC||AMR,950000.0,172,20,3,5,2,1,12,14,13,2,3,14,13,9,11,11,2,3,12,12,12,13,4,15,14,9,10,10,5,2,12,11,1,11,13,12,12,1,12,10,13,13,10,11,12,1,3,12,8,13,15,12,1
507,Thiago Neves,MC||AMR||AML,5000000.0,182,33,1,2,5,0,13,11,16,3,3,16,12,8,11,12,1,3,7,15,15,12,4,14,12,7,7,14,12,2,12,12,2,16,16,15,13,1,15,14,13,12,15,12,13,1,1,12,13,13,12,10,4
522,Bernardo Silva,MC||AMR,30000000.0,173,23,1,2,5,13,15,17,17,1,1,17,14,6,7,13,3,3,9,14,16,14,1,16,14,6,2,13,12,3,7,9,1,14,17,17,15,4,17,17,15,14,14,14,15,2,3,15,16,14,18,12,3
523,Willian,MC||AMR||AML,30000000.0,175,29,4,5,1,6,16,19,15,1,1,16,18,8,11,14,1,1,7,12,14,17,1,15,12,5,8,15,8,1,11,9,1,16,15,15,11,1,17,16,14,14,9,12,13,1,1,9,10,14,13,9,1
526,Oscar,MC||AMR,52000000.0,179,26,3,5,4,0,13,15,16,2,1,16,15,13,8,15,2,2,14,12,15,14,4,17,18,10,10,14,8,1,9,8,2,13,16,15,12,3,14,12,13,14,8,13,15,2,3,12,9,14,15,12,4
534,Renato Augusto,DM||MC||AMR||AML,21000000.0,186,30,3,5,4,1,12,13,15,3,3,16,14,7,12,14,3,1,5,12,16,11,3,15,13,7,8,13,14,2,12,7,3,15,16,16,14,2,16,14,14,11,14,13,12,1,3,8,11,13,12,8,2
536,Alex Oxlade-Chamberlain,MC||AMR||AML,25500000.0,181,24,3,5,1,18,17,14,14,1,3,16,13,9,13,13,2,3,8,9,15,16,3,13,15,9,4,13,9,2,8,7,1,10,17,14,12,2,15,16,12,13,12,13,13,3,3,12,14,12,14,9,2
539,Kevin Kampl,MC||AMR||AML,14250000.0,178,27,3,5,4,0,15,18,15,1,3,15,16,12,7,17,1,2,11,10,13,12,3,14,16,8,6,13,7,1,8,6,3,12,15,15,10,2,14,14,14,11,11,12,13,2,3,8,10,12,17,18,1
549,Daniel Wass,DR||DM||MC||AMR,30500000.0,178,29,3,5,2,19,14,13,13,3,2,14,12,13,11,13,2,2,10,9,15,13,3,11,13,11,14,11,8,2,13,11,1,16,11,15,11,3,13,13,14,13,15,13,11,1,1,12,12,14,13,12,3
554,James Ward-Prowse,MC||AMR,10500000.0,173,23,3,5,4,6,12,16,16,1,1,15,15,11,10,15,2,2,11,6,15,11,3,13,15,9,6,11,14,1,7,7,4,16,11,13,11,1,10,17,13,18,16,13,10,1,2,12,14,11,13,10,2
564,Oghenekaro Etebo,MC||AMR||AML,5750000.0,176,22,4,5,1,9,14,14,14,2,2,14,14,10,13,13,2,2,10,10,13,13,3,15,15,10,6,8,7,2,9,8,2,12,14,14,13,2,14,13,14,12,7,14,14,3,3,13,12,14,13,14,1
566,Olexandr Zinchenko,MC||AMR||AML,1000000.0,175,21,1,4,5,1,13,13,13,2,1,15,15,8,9,13,2,3,8,9,13,13,1,13,12,8,5,12,6,1,9,12,1,13,13,14,8,1,13,12,11,12,13,13,11,2,2,10,13,14,14,8,3
580,Gerson,MC||AMR||AML,12250000.0,180,21,1,2,5,1,13,11,15,1,2,16,11,9,10,13,1,1,9,11,15,14,2,14,12,8,9,13,6,2,10,9,2,11,16,16,12,3,14,10,13,13,12,12,14,2,3,10,13,14,14,8,1
583,Jonas Hofmann,MC||AMR||AML,13000000.0,176,26,3,5,1,18,14,18,14,1,1,13,16,11,7,16,1,2,12,11,12,16,1,16,13,8,15,9,8,2,8,6,1,10,13,14,10,2,12,16,10,13,13,12,11,4,1,8,8,12,14,17,1
601,Lukas Rupp,MC||AMR,8500000.0,180,27,3,5,4,5,12,18,12,2,3,15,16,12,7,16,2,2,11,9,13,12,3,14,14,8,6,13,7,3,9,6,3,9,10,14,12,1,12,12,12,14,10,12,10,1,2,10,10,15,15,15,3
616,Jens Toornstra,MC||AMR||AML,8500000.0,177,29,3,5,1,16,12,17,15,1,2,14,17,7,10,15,3,1,7,14,15,12,1,15,14,7,9,13,12,2,9,8,2,12,13,14,9,1,14,17,14,11,12,13,11,1,2,13,12,14,14,12,3
618,Ruben Ribeiro,MC||AMR||AML,10000000.0,175,30,3,5,2,1,13,12,14,1,2,17,15,11,8,12,2,3,11,11,15,13,1,13,13,7,8,12,12,2,8,8,2,13,13,15,7,1,15,12,14,14,14,13,15,3,3,14,12,9,14,12,1
641,Ibrahim Amadou,DC||DM||MC,950000.0,184,25,3,5,1,1,12,16,12,1,1,12,14,14,16,14,2,1,15,8,12,12,2,11,15,13,7,11,14,2,12,14,1,6,8,12,6,1,9,14,13,11,4,14,13,3,3,15,15,13,12,14,1
645,Stephane Mbia,DC||DM||MC,7500000.0,189,32,3,5,2,6,11,12,11,1,2,11,13,14,12,11,3,1,12,9,12,10,1,11,15,12,7,7,14,2,13,15,1,5,11,13,9,3,11,16,12,8,5,13,11,1,3,15,13,14,13,15,2
648,Andre Hoffmann,DC||DM||MC,2300000.0,188,25,3,5,2,18,10,14,9,2,2,10,16,15,15,13,1,1,13,9,11,12,1,8,12,14,12,8,12,1,14,12,1,7,7,10,7,1,7,15,11,9,6,14,10,2,1,15,15,12,10,14,2
672,Eduard Lowen,DC||DM||MC,2000000.0,188,21,3,5,4,0,11,10,12,1,2,13,12,12,16,12,3,3,11,10,14,13,3,13,11,12,10,13,9,2,14,14,3,14,13,12,9,2,10,14,10,9,10,11,14,2,2,16,15,16,11,12,2
673,Stijn Wuytens,DC||DM||MC,2000000.0,183,28,2,1,5,1,11,14,13,1,1,12,14,13,12,14,3,1,12,10,13,11,3,14,15,13,8,13,14,3,12,12,2,14,13,12,7,1,10,14,12,10,12,13,12,3,3,12,13,13,12,11,3
675,Fabian Lustenberger,DC||DM||MC,4000000.0,180,30,3,5,2,8,12,12,10,2,1,12,18,13,9,14,1,1,15,8,13,11,2,8,12,12,8,8,12,2,11,11,2,6,6,11,6,1,9,13,15,9,6,14,14,2,1,10,10,17,13,9,4
730,James Lawrence,DL||DC||DM||MC,450000.0,187,25,1,1,5,1,10,15,12,1,3,10,13,12,10,15,2,2,14,6,10,11,2,9,12,12,4,14,14,3,14,12,1,10,6,10,8,3,9,6,13,5,10,8,10,2,3,11,10,12,9,8,3
766,Tarkan Serbest,DC||DM||MC,850000.0,184,24,3,5,4,1,13,15,13,3,4,12,14,12,12,13,4,1,13,11,14,13,2,13,12,13,8,7,11,1,13,6,2,10,8,11,6,1,11,13,10,7,7,12,10,1,4,13,13,11,12,14,2
785,Gregory Sertic,DC||DM||MC,475000.0,183,28,3,5,2,6,10,14,14,2,1,14,13,10,14,14,3,4,11,12,14,10,3,10,11,12,5,13,12,2,9,12,2,14,10,14,7,2,12,15,13,12,13,14,13,2,2,14,14,13,12,6,1
800,Kevin Vandendriessche,DC||DM||MC,750000.0,183,28,3,5,1,1,12,17,9,1,2,10,16,13,16,16,3,1,11,10,10,12,2,9,5,11,10,11,15,1,12,10,4,9,7,10,8,3,7,14,12,8,8,15,12,3,3,13,15,13,11,14,1
815,Havard Nordtveit,DC||DM||MC,7250000.0,188,28,3,5,4,18,11,15,10,3,1,10,18,14,14,18,2,2,12,8,13,14,2,11,17,13,18,13,13,1,14,10,1,12,7,10,8,3,9,15,12,11,11,16,10,2,1,16,12,14,9,15,1
820,Jorrit Hendrix,DC||DM||MC,8500000.0,181,23,1,2,5,13,11,16,13,1,3,13,14,12,12,15,2,1,12,10,14,11,1,13,12,13,10,9,13,1,12,12,2,12,10,12,7,3,12,17,12,8,10,14,14,1,3,15,14,14,12,10,3
824,Christian Luyindama,DC||DM||MC,3800000.0,191,24,4,5,1,5,12,14,7,1,2,8,14,12,19,14,2,2,11,5,10,11,1,11,13,13,11,10,15,2,16,15,4,9,10,9,7,1,7,12,11,7,7,14,12,2,3,15,18,13,10,15,2
840,Waldemar Anton,DC||DM||MC,6250000.0,189,22,3,5,2,8,10,13,10,3,1,11,17,14,11,15,1,2,14,7,12,12,3,10,16,13,10,8,11,2,15,13,2,5,7,11,8,3,7,13,13,9,5,15,15,2,2,14,13,16,12,12,3
843,Andre Ramalho,DC||DM||MC,6250000.0,182,26,3,5,2,0,9,12,10,1,3,13,13,17,13,15,1,2,14,8,12,11,3,8,16,15,10,9,9,2,13,14,1,10,9,12,7,3,11,12,11,9,6,10,14,2,1,16,14,16,11,14,1
879,Konstantinos Laifis,DC||DM||MC,2700000.0,185,25,1,1,5,6,13,11,8,3,2,10,14,13,14,14,2,1,13,8,10,12,3,6,13,14,9,7,11,1,12,12,3,8,7,11,6,2,10,15,13,7,6,13,13,2,2,12,12,13,11,9,4
925,Kaan Ayhan,DC||DM||MC,3800000.0,185,23,3,5,4,1,11,10,12,3,3,13,15,12,12,13,1,2,13,13,14,11,3,7,14,14,13,11,14,2,11,11,3,15,9,12,8,3,9,14,14,13,14,10,16,1,2,13,13,14,12,9,3
946,Robin Koch,DC||DM||MC,3400000.0,190,22,3,5,2,8,11,11,8,2,2,11,16,13,11,13,3,3,12,7,12,14,3,8,13,13,10,6,9,2,17,14,4,4,5,11,6,3,7,13,14,6,4,12,16,1,1,12,12,14,10,7,2
948,Renato Tapia,DC||DM||MC,3200000.0,182,23,3,5,2,5,12,14,12,3,3,15,14,13,11,15,3,3,11,13,12,12,2,13,13,13,11,11,11,3,14,13,3,8,13,12,8,1,11,14,12,7,9,10,11,2,2,11,13,11,15,12,3
962,Gideon Jung,DC||DM||MC,3100000.0,189,23,3,5,2,8,13,15,9,1,2,11,15,16,11,16,1,3,13,7,12,16,1,8,15,15,8,8,10,2,14,10,1,5,7,11,7,3,10,14,10,7,5,13,10,1,1,16,12,12,13,14,1
965,Geoff Cameron,DR||DC||DM||MC,2800000.0,191,33,3,5,2,6,10,14,10,3,3,9,12,13,13,13,1,3,12,13,11,11,2,13,12,13,15,9,10,1,14,12,2,9,12,11,10,3,12,15,13,10,9,14,12,2,2,11,11,13,11,11,2
966,Pablo Rosario,DC||DM||MC,2800000.0,188,21,3,5,4,1,11,15,12,2,3,13,14,12,12,14,3,3,12,6,13,11,3,13,17,13,6,9,9,1,13,9,1,10,11,12,7,3,11,5,12,8,8,13,10,2,3,14,14,11,13,6,3
975,Jan-Arie van der Heijden,DC||DM||MC,3200000.0,186,30,1,2,5,1,7,16,13,1,3,14,14,13,12,15,1,1,14,7,13,8,2,13,13,13,8,9,15,3,12,14,3,8,11,14,7,2,13,13,15,12,7,12,13,2,1,15,14,13,12,12,3
1002,Javi Martinez,DC||DM||MC,42000000.0,190,29,3,5,4,19,8,13,12,1,3,14,18,16,16,14,2,1,17,11,13,12,2,10,14,15,8,10,14,2,16,13,2,7,9,14,12,1,9,15,15,10,7,15,16,4,1,14,17,18,10,12,1
1008,Eric Dier,DC||DM||MC,32500000.0,188,24,0,5,3,18,12,16,12,4,3,12,17,16,15,16,2,3,15,8,14,16,3,13,14,14,5,9,12,1,13,15,1,11,5,13,9,3,10,16,13,13,7,12,12,3,2,16,11,15,10,15,3
1028,Andreas Christensen,DC||DM||MC,20000000.0,187,22,3,5,2,5,12,12,10,2,1,13,15,14,11,13,2,1,16,9,13,17,3,10,14,14,12,8,14,1,14,15,2,5,9,12,9,2,10,11,15,10,5,13,18,3,2,10,12,17,11,12,1
1035,Declan Rice,DC||DM||MC,17000000.0,185,19,3,5,4,1,12,15,11,3,3,12,14,15,13,14,2,2,15,5,12,12,1,10,13,14,10,7,13,3,12,14,2,8,10,12,11,2,12,9,11,9,7,12,16,3,1,14,13,14,13,9,3
1064,Sven Bender,DC||DM||MC,18750000.0,186,29,3,5,2,16,12,19,9,1,1,11,18,18,13,18,3,3,14,9,12,12,3,8,17,15,13,8,13,3,12,12,1,6,7,11,7,2,8,18,13,9,6,16,10,2,2,18,15,15,11,15,1
