Id,Name,Positions,Value,Height,Age,Preferred Foot,Right Foot,Left Foot,Personality,Acc,Wor,Vis,Thr,Pun,Tec,Tea,Tck,Str,Sta,Rus,Ref,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer
11,Anthony Limbombe,DL||AMR||AML,1000000.0,177,24,3,5,4,0,16,11,7,1,3,14,10,8,7,11,3,1,8,9,12,16,1,14,15,10,7,10,8,2,8,4,3,10,12,14,7,3,14,6,12,12,7,12,11,2,3,15,6,10,12,11,2
12,Martin Terrier,AML||STC,1000000.0,184,20,3,5,2,1,14,12,12,3,3,14,14,5,11,13,3,3,8,9,13,14,3,14,13,5,4,9,7,2,10,7,4,9,12,14,12,2,13,12,11,11,10,11,13,3,1,13,12,14,14,8,1
13,Maxwel Cornet,AMR||AML||STC,1000000.0,180,21,1,4,5,1,16,13,11,1,2,12,12,5,12,14,1,1,9,10,12,16,3,14,15,5,3,9,5,3,10,10,1,11,12,12,13,3,12,14,9,11,12,9,9,1,3,12,12,11,13,8,2
14,Omar Abdulrahman,AMR||AML,4200000.0,173,26,2,1,5,1,14,8,18,3,2,17,12,6,7,12,1,1,6,14,17,13,3,10,11,8,6,13,14,1,5,6,3,13,19,16,11,3,17,9,15,12,12,12,14,3,3,9,7,11,15,8,1
15,Bruno Henrique,AML,13000000.0,184,27,3,5,2,15,16,13,12,3,1,14,13,5,13,13,4,2,5,9,15,15,1,15,14,4,6,14,5,3,13,14,2,7,15,14,13,3,16,15,13,10,8,12,13,2,3,13,13,13,14,15,1
16,Ahmed Musa,AMR||AML||STC,10000000.0,168,25,3,5,2,18,18,13,12,2,2,11,15,7,8,17,1,3,7,8,10,18,2,14,17,6,4,9,7,1,6,6,2,5,11,11,13,3,10,16,10,8,7,12,11,1,3,11,10,9,12,8,3
17,Dani Pacheco,AML||STC,10000000.0,168,27,3,5,4,1,14,12,14,1,3,16,9,4,5,14,3,2,6,13,15,14,4,12,12,8,5,13,4,1,7,4,2,16,16,16,15,2,16,10,10,14,11,8,12,3,3,8,18,14,14,9,3
18,Jony,AMR||AML,10000000.0,179,27,1,4,5,9,14,13,14,1,1,14,12,9,13,11,3,3,13,11,14,14,1,14,15,11,13,13,11,3,7,8,3,12,11,13,13,3,14,11,12,15,13,12,11,3,1,13,12,12,12,11,1
19,Modou Barrow,AMR||AML||STC,4200000.0,176,25,1,4,5,1,17,8,9,3,3,11,9,5,7,11,2,1,5,10,10,18,3,12,13,5,4,10,7,1,6,4,2,7,17,12,12,2,14,10,10,11,9,10,12,4,1,9,13,9,13,11,1
20,Edwin Cardona,MC||AML,5000000.0,182,25,3,5,2,1,11,8,15,2,2,17,14,9,14,13,1,2,10,15,15,11,3,15,12,8,6,17,10,1,12,8,4,15,17,15,14,2,15,13,14,14,15,11,8,1,3,13,14,14,12,12,2
21,Jurgen Locadia,AML||STC,1400000.0,185,24,3,5,4,1,13,11,13,3,3,13,10,4,15,13,3,3,5,14,10,13,3,14,12,4,12,11,7,4,14,11,2,15,14,13,13,2,13,11,12,7,11,9,11,3,4,12,13,14,14,13,1
22,Gil Dias,AMR||AML,4600000.0,183,21,1,2,5,1,14,11,13,4,2,14,10,10,11,12,1,3,9,13,13,15,3,14,13,6,4,11,8,3,13,10,3,11,13,13,10,1,14,13,12,12,11,10,13,4,2,11,12,12,13,11,2
23,Jonathan Bamba,AMR||AML||STC,4600000.0,175,22,3,5,1,1,16,12,10,3,2,13,9,4,12,14,3,3,7,10,11,15,2,14,14,4,7,12,7,1,6,5,3,8,11,12,10,4,14,10,10,11,11,11,12,1,3,11,14,12,14,12,1
24,Ryan Mendes da Graca,AMR||AML,3000000.0,173,28,3,5,1,9,17,13,10,1,1,12,11,4,8,13,3,1,6,11,10,18,2,14,14,4,5,10,5,3,7,10,2,7,15,11,11,1,14,13,7,11,7,10,11,3,3,10,11,8,16,8,1
25,Everton,DL||AMR||AML,12000000.0,174,29,1,2,5,0,16,12,12,1,3,14,12,7,9,9,2,3,5,13,13,17,1,12,13,9,6,10,5,3,7,4,2,7,14,10,10,3,14,15,11,12,9,10,10,3,1,11,9,11,17,9,1
26,Eljero Elia,AMR||AML,6000000.0,176,31,3,5,2,0,16,11,13,3,3,16,6,4,10,9,1,2,5,12,11,15,3,12,12,5,7,12,4,1,7,7,3,9,18,16,10,1,17,7,11,14,10,7,13,2,3,6,12,11,17,10,1
27,Josip Brekalo,AMR||AML,6000000.0,175,20,3,5,4,0,16,10,13,2,3,15,8,5,7,12,1,1,6,10,12,14,2,13,13,5,7,15,5,3,8,5,2,10,17,14,13,3,16,14,9,13,14,9,11,2,1,7,10,12,17,10,1
28,Jonathan Schmid,AMR||AML,6000000.0,179,28,3,5,2,6,15,16,10,2,4,12,14,11,10,14,2,1,10,10,12,14,3,14,17,9,13,10,8,3,9,8,2,15,13,11,13,1,12,16,10,14,13,12,9,1,1,14,15,12,13,16,2
29,Neeskens Kebano,MC||AMR||AML||STC,2200000.0,172,26,4,5,1,6,15,11,11,2,1,15,12,4,10,12,3,1,7,8,13,14,1,11,12,7,5,13,5,1,6,8,1,14,16,13,8,3,15,16,13,10,6,11,12,1,2,14,10,12,14,12,4
30,Ezequiel Cerutti,AMR||AML||STC,6000000.0,179,26,3,5,2,6,17,15,8,3,1,12,13,5,8,15,2,1,7,12,13,17,1,13,15,6,5,10,7,3,6,9,3,13,12,12,6,2,13,15,8,11,12,11,10,1,2,14,9,8,15,9,2
31,Andres Ibarguen,AML||STC,13000000.0,168,26,3,5,4,1,15,11,12,1,1,13,12,9,11,13,1,1,8,6,11,15,1,13,18,12,8,12,10,3,4,14,2,11,16,12,13,3,13,13,11,12,12,12,12,3,3,11,12,12,12,8,2
32,Alex Berenguer,AMR||AML,4200000.0,175,23,3,5,4,1,14,11,12,2,1,14,11,10,11,13,2,1,7,7,11,14,2,14,12,8,7,10,8,1,8,7,1,9,13,13,10,3,13,7,10,12,8,11,11,3,2,11,12,11,14,9,2
33,Darwin Machis,AMR||AML||STC,4200000.0,169,25,3,5,2,16,16,14,11,3,3,11,10,4,10,14,2,2,7,12,10,16,1,12,14,4,4,8,8,2,8,10,2,8,14,10,13,3,12,18,10,11,5,10,12,2,3,14,14,11,14,8,3
34,Nicolas Lodeiro,MC||AMR||AML,5000000.0,171,29,1,4,5,9,13,16,14,3,2,13,14,7,12,16,3,3,4,12,13,12,1,12,16,5,1,11,13,4,6,9,2,13,13,12,13,4,13,14,12,13,13,11,10,1,2,10,9,10,13,7,2
35,Sam Larsson,AML,6000000.0,179,25,3,5,2,5,15,9,13,3,3,15,8,5,11,14,3,2,7,11,14,13,1,12,11,5,5,13,5,2,9,8,3,11,15,15,11,3,16,12,11,14,13,10,13,2,3,12,13,11,13,7,3
36,Maxime Lestienne,AMR||AML||STC,3000000.0,176,26,1,2,5,5,15,6,14,1,1,14,6,6,6,14,3,1,7,13,10,14,2,14,14,5,5,13,8,2,8,5,3,12,12,14,12,1,14,13,14,12,12,9,14,1,3,12,14,14,16,14,2
37,Heldon,AMR||AML,4200000.0,174,29,3,5,2,1,15,11,11,1,2,14,9,4,7,12,3,2,7,12,12,15,4,14,13,5,5,11,9,2,8,7,2,12,18,13,12,3,14,12,9,11,10,10,10,3,1,9,12,11,15,8,2
38,Franck Ribery,AML,48000000.0,170,35,0,5,3,6,13,11,16,1,3,17,10,7,9,12,2,2,8,12,14,15,4,14,13,7,6,15,9,1,6,5,1,14,19,18,15,2,17,16,15,13,13,12,15,2,3,12,16,14,15,10,2
39,Onel Hernandez,AMR||AML,3400000.0,172,25,3,5,4,1,17,12,10,3,2,12,7,5,13,12,3,3,5,9,12,15,2,12,12,5,6,11,5,1,6,6,2,10,14,12,11,2,13,11,8,13,10,10,8,3,2,10,13,9,15,12,3
40,Fin Bartels,AMR||AML,8000000.0,176,31,3,5,4,1,15,16,14,2,2,13,12,8,7,13,2,1,8,9,12,14,3,14,12,6,6,13,7,1,7,10,2,9,15,14,12,3,14,14,11,11,10,10,10,3,1,13,8,12,16,14,3
41,Abdoulay Diaby,AML||STC,6000000.0,172,27,1,1,5,5,17,12,6,1,1,15,12,6,11,11,3,3,8,14,8,17,3,13,12,5,5,10,5,3,5,8,1,10,14,13,12,1,14,14,11,10,10,12,14,1,2,14,11,11,15,10,1
42,Vinicius Junior,AML||STC,8000000.0,177,18,3,5,4,4,16,12,12,2,1,16,12,4,10,11,2,2,7,12,12,15,2,13,15,4,3,10,8,3,8,8,4,8,16,12,12,3,16,18,13,10,7,11,12,1,3,10,8,14,16,8,2
43,Yannis Salibur,AMR||AML,3800000.0,177,27,1,1,5,5,16,7,12,1,3,14,7,3,12,14,2,1,4,13,12,14,1,13,13,3,6,13,5,1,8,7,1,12,14,14,12,1,15,10,13,12,12,12,13,2,1,8,12,13,15,9,3
44,Nicolas Benezet,AMR||AML,3800000.0,172,27,3,5,4,1,13,13,15,1,2,15,13,5,7,12,3,1,7,12,14,13,2,12,12,5,3,12,6,3,5,4,3,12,14,13,10,2,14,10,14,13,13,13,12,3,2,11,14,13,15,5,3
45,Ismaila Sarr,AMR||AML||STC,3800000.0,185,20,3,5,1,1,15,13,10,2,1,13,10,6,12,14,1,3,4,14,10,15,1,14,15,6,6,12,6,3,10,8,2,10,13,12,13,1,14,6,11,11,10,10,12,3,3,14,14,11,13,5,3
46,Maicon,AMR||AML||STC,3000000.0,183,28,3,5,2,6,15,13,13,1,1,13,13,8,9,12,1,3,9,12,12,15,2,14,14,5,8,6,9,2,11,10,2,7,12,12,11,3,12,15,12,10,7,12,11,3,1,10,12,11,12,13,3
47,Elvis Manu,AMR||AML||STC,3000000.0,175,24,3,5,2,6,15,13,8,1,3,12,10,4,15,12,3,1,7,12,11,16,2,13,15,4,6,10,4,3,7,7,2,7,14,11,11,1,14,15,8,10,9,9,10,3,3,12,13,9,15,13,3
48,Grady Diangana,MC||AMR||AML,500000.0,167,20,1,2,5,1,17,11,10,3,3,12,8,10,5,6,1,4,6,5,8,15,1,7,18,5,11,9,11,3,5,5,2,10,11,12,8,1,14,11,6,10,11,12,9,2,3,11,7,8,14,8,1
49,Jamie Murphy,AMR||AML,2200000.0,176,28,3,5,1,8,15,14,12,3,3,12,13,8,9,13,1,2,11,14,12,15,3,13,12,6,6,12,7,1,9,9,3,7,10,13,13,2,15,10,10,12,8,9,13,1,3,9,10,11,10,8,1
50,Amin Younes,AMR||AML,3400000.0,168,24,3,5,1,0,16,11,12,1,1,15,11,5,5,13,2,1,6,9,12,14,2,12,12,5,6,8,6,1,4,5,2,11,17,16,8,1,16,9,9,12,10,11,11,3,1,11,13,11,18,8,2
51,Ladislav Krejci,AML,3400000.0,178,26,1,2,5,18,15,13,13,1,1,14,15,10,8,14,1,4,7,13,12,15,3,14,10,5,8,10,10,1,8,7,2,13,14,12,9,1,14,16,9,13,13,12,10,3,3,9,13,11,13,8,2
52,Erik Thommy,AMR||AML,4600000.0,174,23,3,5,2,8,15,15,14,3,2,13,12,8,6,12,2,1,8,12,13,12,1,13,11,6,5,15,7,3,7,7,4,14,15,12,11,3,14,11,13,16,16,10,11,3,1,8,8,10,17,14,1
53,Roland Sallai,AMR||AML,4600000.0,183,21,3,5,4,0,14,10,15,1,2,14,12,7,10,11,3,3,7,10,14,11,2,13,12,5,6,14,7,1,11,10,3,13,15,14,13,3,13,12,11,12,12,9,13,1,1,10,12,12,13,10,1
54,Victor Rodriguez,AMR||AML,1000000.0,170,29,3,5,4,1,13,11,15,2,2,15,11,7,8,11,1,2,7,13,13,13,2,13,11,7,8,11,8,1,6,10,3,14,15,16,11,1,14,9,12,14,13,12,14,2,1,9,13,11,15,8,1
55,Ezequiel Barco,AMR||AML,1000000.0,167,19,3,5,2,4,14,14,13,2,1,15,11,8,14,16,2,1,6,16,14,13,2,13,14,9,3,12,11,3,7,6,1,15,16,14,12,1,14,18,8,14,14,10,13,3,3,16,13,9,14,12,1
56,Ryota Morioka,MC||AMR||AML,2600000.0,180,27,0,5,3,1,11,8,15,3,3,14,13,7,7,13,1,2,8,7,14,12,4,13,18,5,3,12,7,3,9,9,4,11,12,14,12,1,14,8,15,12,10,14,14,1,1,10,7,12,13,9,2
57,Theo Bongonda,AMR||AML,2600000.0,177,22,1,4,5,1,17,13,9,2,4,14,13,7,8,10,2,2,6,7,13,15,3,13,10,6,9,10,7,1,13,7,1,10,15,14,11,2,14,10,6,10,10,11,9,2,1,11,12,11,16,12,3
58,Vitinho,AMR||AML||STC,10000000.0,180,24,0,5,3,1,15,9,12,1,4,15,10,9,10,13,2,2,7,10,12,14,1,13,14,7,7,14,3,1,9,5,1,12,15,14,12,2,14,10,10,12,12,10,12,3,3,5,11,10,15,10,3
59,Federico Carrizo,AMR||AML,4200000.0,172,27,3,5,2,8,14,13,13,2,2,12,16,9,8,13,1,2,7,13,14,14,3,14,14,8,4,13,5,3,8,7,3,14,11,13,11,1,12,11,11,15,14,11,14,3,4,9,9,12,13,8,2
60,Sebastian Blanco,MC||AMR||AML,11000000.0,171,30,3,5,2,6,14,16,13,1,1,14,13,9,9,16,1,3,12,13,12,14,2,13,16,9,4,13,10,3,4,4,2,11,14,14,12,3,13,16,10,12,11,10,11,1,1,11,12,10,16,15,2
61,Ryan Kent,AMR||AML,950000.0,172,21,0,5,3,9,15,13,13,3,1,13,11,7,7,11,3,3,6,9,11,14,2,12,13,5,3,12,5,2,6,6,1,11,15,13,10,2,14,12,8,12,13,10,11,1,1,8,10,10,15,14,3
62,Balazs Dzsudzsak,AMR||AML,1000000.0,179,31,0,3,5,19,14,10,14,1,1,14,10,7,9,13,3,3,10,12,14,13,3,12,11,4,8,16,8,2,10,3,1,16,12,14,13,1,12,10,13,16,16,12,13,2,3,4,12,13,14,8,1
63,Nordin Amrabat,AMR||AML||STC,10000000.0,179,31,3,5,4,6,16,14,12,2,3,14,8,7,13,14,1,3,9,15,12,15,1,13,16,7,8,9,5,3,7,7,1,11,14,13,6,2,16,17,7,10,11,12,8,2,1,12,12,6,15,14,2
64,Thievy Bifouma,AMR||AML||STC,2600000.0,180,26,3,5,1,1,15,12,11,3,2,12,7,6,13,14,1,1,5,12,8,16,1,15,16,4,5,10,8,2,10,6,2,7,15,9,11,2,15,13,10,11,9,7,10,4,3,13,15,10,16,12,2
65,Florian Kainz,AML,4200000.0,176,25,3,5,4,5,14,14,15,3,2,13,12,9,7,14,3,2,9,10,13,13,1,12,13,6,8,15,8,1,8,7,1,11,16,12,12,1,14,10,11,14,15,12,11,1,3,9,8,11,15,14,1
66,Antonino Ragusa,AML,3000000.0,183,28,3,5,4,1,16,12,12,1,2,13,13,9,12,14,3,1,8,10,12,15,2,15,13,5,3,10,10,4,10,10,1,8,13,11,10,2,13,12,8,12,9,10,10,2,1,11,10,11,11,8,2
67,Alexander Szymanowski,AMR||AML,7000000.0,174,29,1,4,5,5,14,12,14,3,1,15,13,7,8,12,3,2,6,14,15,12,1,14,12,6,7,12,9,1,5,8,1,11,14,13,11,2,15,13,10,14,12,10,13,1,1,8,15,14,16,7,3
68,Moses Simon,AMR||AML,7000000.0,168,23,4,5,1,1,16,10,10,3,1,15,9,5,10,11,4,3,11,10,13,16,3,17,12,4,4,12,8,2,5,5,3,10,16,14,12,1,15,12,12,13,12,13,12,2,1,15,11,11,14,6,3
69,Jimmy Durmaz,AML,4600000.0,180,29,1,2,5,1,13,13,13,4,1,15,10,7,11,13,1,1,8,13,14,14,3,13,13,7,6,14,7,3,9,6,3,16,13,14,12,2,14,12,11,15,16,11,12,1,1,10,12,10,14,13,1
70,Djalma,AMR||AML,3400000.0,176,31,3,5,4,1,14,15,11,3,1,12,10,8,13,14,1,4,9,11,12,15,1,15,13,9,8,9,8,4,7,8,1,10,13,12,9,2,11,14,10,11,12,11,8,1,3,10,13,11,14,13,3
71,Romain Alessandrini,AMR||AML,4200000.0,173,29,1,2,5,8,14,13,12,3,2,14,11,4,11,14,2,2,7,12,12,13,1,14,14,3,7,13,8,3,8,8,1,12,13,14,12,3,14,13,11,12,11,12,13,2,3,12,13,13,15,13,4
72,Dominick Drexler,MC||AML,3800000.0,182,28,3,5,2,0,13,10,16,1,3,15,14,6,9,13,2,2,8,13,14,11,2,15,12,6,6,12,8,3,9,9,2,10,15,15,13,2,14,10,14,12,10,11,14,1,4,9,10,13,14,10,1
73,Virgil Misidjan,AMR||AML,3800000.0,173,25,3,5,4,1,16,9,12,2,4,13,10,5,9,11,3,1,6,10,12,14,1,14,12,4,6,14,7,1,7,8,3,11,17,12,14,3,14,14,9,13,13,10,12,1,3,10,10,12,16,9,3
74,Jean-Paul Boetius,AMR||AML,3800000.0,178,24,3,5,2,1,15,8,14,3,3,14,10,6,9,12,2,2,6,12,13,14,1,14,12,5,7,13,5,2,8,6,2,10,16,14,10,1,15,7,12,14,11,10,13,2,3,9,12,12,14,8,4
75,Jaromir Zmrhal,MC||AML,14000000.0,189,24,1,2,5,18,16,14,9,2,1,10,14,9,11,13,3,4,11,12,15,17,1,15,14,9,10,17,10,1,13,10,1,15,11,13,9,4,7,15,8,11,15,9,8,1,2,6,12,11,15,5,3
76,Nemanja Radonjic,AMR||AML||STC,3000000.0,185,22,3,5,2,1,16,12,12,3,4,15,10,5,11,12,2,3,4,11,11,15,1,13,10,3,3,14,8,2,11,7,1,9,15,14,12,3,15,11,10,12,11,10,13,4,1,11,11,12,14,15,1
77,Kevin Monnet-Paquet,AMR||AML,3000000.0,183,29,4,5,1,7,16,14,9,2,3,14,11,5,12,15,1,2,7,12,12,15,1,12,15,4,5,11,6,1,10,7,2,10,12,14,9,1,14,11,10,11,10,12,10,3,2,11,12,12,13,8,1
78,Casimir Ninga,AML||STC,3000000.0,186,25,4,5,1,18,16,11,8,1,3,10,10,4,15,17,1,3,7,10,9,17,2,13,10,4,5,13,7,1,12,11,1,5,13,10,14,4,13,15,8,10,5,9,12,3,2,14,15,11,13,13,1
79,Kaveh Rezaei,AMR||AML||STC,2200000.0,184,26,3,5,2,1,13,14,12,2,1,10,14,10,12,13,3,1,8,11,10,13,1,14,10,8,15,11,13,2,13,11,2,10,12,12,14,3,10,12,13,10,11,12,14,1,2,13,13,12,12,15,3
80,Leonardo,AMR||AML,700000.0,174,26,3,5,2,1,14,12,13,2,3,15,12,7,9,13,3,4,8,9,13,14,3,13,12,3,5,14,5,3,7,5,1,14,15,14,11,1,15,11,12,13,13,7,10,3,1,12,11,12,14,14,3
81,Kenan Karaman,AMR||AML,3400000.0,189,24,3,5,4,5,13,9,14,2,3,14,12,7,12,12,1,3,8,10,12,16,2,11,13,5,6,14,5,1,14,12,1,9,15,14,12,3,13,9,9,11,8,8,10,1,1,10,10,12,13,9,3
82,Marco Terrazzino,AML||STC,3400000.0,176,27,0,5,3,1,14,12,14,2,1,13,13,7,9,11,3,3,7,10,13,12,2,12,10,6,6,14,5,2,8,9,3,10,15,14,12,4,14,8,12,12,11,9,10,4,1,7,8,10,14,12,1
83,Zakaria Labyad,MC||AMR||AML,3400000.0,173,25,3,5,2,0,13,10,15,2,1,15,11,4,10,13,3,2,7,13,14,13,2,13,12,3,8,14,7,3,5,5,3,14,16,15,12,1,14,10,13,12,14,11,14,1,1,12,9,13,14,13,1
84,Gerrit Holtmann,AML,3400000.0,183,23,1,1,5,1,17,14,10,1,2,13,10,10,8,12,3,1,9,9,11,15,3,12,13,8,10,12,5,1,10,5,1,9,15,14,11,2,14,11,9,12,10,10,8,3,3,10,10,9,14,14,1
85,Bilal Basacikoglu,AMR||AML,2200000.0,173,23,3,5,1,1,16,14,9,2,3,15,12,4,7,12,3,3,4,11,13,15,2,13,14,3,7,9,3,3,14,9,2,10,15,14,10,2,14,12,11,13,10,8,9,2,3,12,12,12,15,5,1
86,Karim Laribi,MC||AML,2500000.0,175,27,1,2,5,1,13,12,14,1,4,14,14,10,12,13,3,2,9,9,14,13,2,14,10,5,6,14,14,1,9,9,4,14,13,14,12,2,14,12,13,11,12,10,12,3,3,10,12,13,12,11,2
87,Jose Arnaiz,AMR||AML||STC,6000000.0,175,23,3,5,4,6,13,11,11,2,3,14,11,7,11,13,3,3,7,9,11,14,3,15,11,7,9,10,7,1,7,11,3,10,11,12,14,3,14,15,13,13,10,11,11,3,1,9,12,11,12,8,3
88,Ferhan Hasani,AMR||AML,900000.0,188,28,3,5,4,7,15,14,10,4,3,14,10,7,12,11,1,2,6,10,12,12,3,9,16,7,7,10,6,2,12,8,2,14,15,12,13,1,14,14,9,12,12,9,9,3,4,8,9,11,13,10,1
89,Sofiane Hanni,AMR||AML,1000000.0,178,27,3,5,4,1,14,10,14,2,1,15,11,7,8,10,1,2,5,15,14,14,1,15,13,2,5,12,5,1,8,8,1,13,15,14,14,1,14,13,13,12,11,13,14,4,1,14,13,12,14,6,1
90,Oleg Shatov,MC||AMR||AML,1000000.0,173,28,3,5,4,1,14,14,13,2,1,15,12,11,8,14,1,1,10,10,13,14,3,14,15,8,11,11,8,1,8,10,2,12,14,13,9,3,12,13,11,11,13,12,11,3,2,8,12,12,14,11,2
91,Abdelhamid Sabiri,AML,850000.0,183,21,3,5,4,1,12,10,15,2,2,15,9,6,11,11,1,2,5,12,14,12,1,14,13,5,8,12,6,1,13,14,1,14,16,12,13,1,13,12,8,11,10,9,13,3,2,14,10,14,15,12,1
92,Jiri Skalak,AMR||AML,2200000.0,176,26,3,5,4,1,10,15,9,2,2,13,13,8,8,13,1,2,10,13,11,15,1,10,13,9,9,12,7,1,8,11,1,13,13,12,10,1,12,14,10,15,15,11,9,4,3,14,12,10,14,15,2
93,Joao Carvalho,MC||AML,2200000.0,170,21,3,5,4,8,12,10,15,1,1,16,14,6,8,11,2,3,8,11,14,12,3,12,13,5,5,11,6,1,6,6,1,10,15,15,10,3,14,11,14,13,13,10,15,1,4,9,14,9,14,10,1
94,Ricardo Kishna,AMR||AML,3800000.0,184,23,1,4,5,6,14,10,15,3,3,17,12,4,10,11,3,4,3,12,14,14,3,13,16,4,4,9,5,2,8,8,2,14,18,16,10,3,15,16,11,15,14,9,11,2,2,7,14,12,12,10,2
95,Nicolas Bertolo,AMR||AML,1000000.0,179,32,3,5,4,1,13,8,14,3,3,15,9,10,11,14,2,2,6,12,15,14,3,16,11,5,5,12,9,3,10,11,3,10,17,15,13,2,15,10,13,13,13,8,13,1,3,12,11,10,13,10,3
96,Paul-Georges Ntep,AMR||AML,3000000.0,180,26,3,5,2,5,17,8,13,3,4,14,10,5,13,11,3,1,5,10,11,15,3,12,10,5,7,14,5,1,10,8,2,11,16,12,12,1,15,14,11,13,10,12,10,3,2,13,15,11,13,8,2
97,Edgar Prib,MC||AML,1000000.0,180,28,1,1,5,8,12,18,12,1,1,12,15,11,11,17,3,1,10,10,13,12,1,14,13,9,11,12,9,3,10,9,2,14,11,12,10,2,11,14,10,14,15,13,10,3,4,15,14,13,14,17,1
98,Jairo,AMR||AML,1000000.0,173,25,3,5,4,1,16,10,13,1,3,14,12,6,7,12,3,3,7,11,12,15,2,14,12,6,5,10,6,2,6,7,2,10,14,14,12,1,15,12,12,13,13,10,10,2,2,9,10,13,16,10,1
99,Ibai Gomez,AMR||AML,8000000.0,179,28,3,5,4,16,14,12,11,2,1,16,10,8,10,11,1,3,7,13,13,14,3,14,11,6,2,16,9,2,9,8,3,17,14,14,13,2,13,15,9,17,16,11,12,1,1,13,13,12,14,12,2
100,Nicolas De Preville,AMR||AML||STC,2600000.0,182,27,3,5,2,6,14,16,11,3,1,13,13,5,11,14,3,1,4,11,13,13,2,14,12,3,5,14,5,3,11,12,1,12,13,13,10,3,14,15,11,12,10,13,10,1,3,12,9,12,13,11,1
101,Yassine El Ghanassy,AMR||AML,2600000.0,175,28,3,5,1,1,13,10,10,4,1,15,6,5,8,10,2,2,9,10,14,15,1,13,4,5,5,11,7,3,7,6,2,11,15,15,13,1,16,14,14,15,14,13,14,3,1,17,8,13,14,9,1
102,Sergiy Bolbat,AML,750000.0,175,25,3,5,2,1,13,11,11,1,1,15,9,9,8,12,2,1,5,14,12,14,3,13,11,8,8,12,4,2,8,7,3,10,8,13,10,3,14,14,12,14,13,11,10,2,1,13,5,11,12,10,3
103,Albert Rusnak,AML,3000000.0,180,24,3,5,4,1,14,11,13,3,2,14,11,5,9,13,3,1,5,14,11,13,3,12,14,5,5,11,4,2,9,7,4,12,14,13,13,1,14,11,11,11,7,9,10,1,3,10,13,12,15,13,3
