Id,Name,Positions,Value,Height,Age,Preferred Foot,Right Foot,Left Foot,Personality,Acc,Wor,Vis,Thr,Pun,Tec,Tea,Tck,Str,Sta,Rus,Ref,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer
644,Bjorn Engels,DC,900000.0,194,23,3,5,1,5,12,12,12,1,3,12,14,13,15,13,1,3,13,5,14,12,1,7,12,14,12,10,12,1,16,15,1,9,12,12,8,4,8,12,10,8,8,13,12,4,3,14,14,11,11,13,3
645,Stephane Mbia,DC||DM||MC,7500000.0,189,32,3,5,2,6,11,12,11,1,2,11,13,14,12,11,3,1,12,9,12,10,1,11,15,12,7,7,14,2,13,15,1,5,11,13,9,3,11,16,12,8,5,13,11,1,3,15,13,14,13,15,2
646,Stefan Posch,DR||DC,2300000.0,188,21,3,5,2,12,12,10,8,1,2,10,15,12,13,13,1,3,13,9,11,15,2,6,13,14,10,6,10,1,16,13,2,4,5,9,6,3,7,12,13,7,3,12,16,2,3,14,11,12,12,8,3
647,Evan N'Dicka,DC,2300000.0,192,18,1,2,5,0,14,12,10,3,3,12,14,12,13,11,2,2,11,7,13,16,1,6,15,12,10,6,10,1,18,11,1,4,8,10,6,2,9,13,11,8,4,10,14,4,2,14,12,11,13,9,1
648,Andre Hoffmann,DC||DM||MC,2300000.0,188,25,3,5,2,18,10,14,9,2,2,10,16,15,15,13,1,1,13,9,11,12,1,8,12,14,12,8,12,1,14,12,1,7,7,10,7,1,7,15,11,9,6,14,10,2,1,15,15,12,10,14,2
649,Josip Elez,DC,2300000.0,189,24,3,5,4,0,11,8,13,1,3,14,12,12,15,12,1,2,13,14,14,12,3,7,14,13,10,8,14,1,14,15,3,12,13,11,7,2,10,11,10,7,4,10,17,3,2,15,13,14,11,8,4
650,John Souttar,DR||DC,1300000.0,186,21,3,5,4,1,12,11,13,2,2,13,14,14,13,14,1,2,12,12,13,13,2,10,13,13,8,7,12,1,12,12,1,8,12,13,8,1,12,11,12,10,7,10,13,2,2,14,12,13,9,11,2
651,Joaquin Laso,DC,2300000.0,186,28,3,5,1,9,11,13,12,4,3,9,13,13,14,13,3,3,15,8,13,12,1,10,13,13,12,5,14,3,14,15,2,5,10,9,5,1,8,14,13,7,5,13,12,1,3,15,12,12,10,12,2
652,Wilfried Kanon,DL||DC,2300000.0,190,25,0,3,5,3,12,14,8,3,1,12,12,12,14,13,1,1,10,6,9,11,1,13,15,12,14,7,11,2,12,13,3,8,8,12,7,1,12,20,13,7,6,10,13,1,3,12,14,11,12,12,3
653,Georgy Djikia,DL||DC,3800000.0,188,24,1,2,5,18,12,14,6,2,4,11,16,15,14,15,3,1,12,9,11,13,1,8,17,13,12,13,12,1,14,15,3,10,1,12,8,1,10,16,12,9,10,16,15,2,1,16,13,12,12,14,2
654,Valerica Gaman,DC,675000.0,188,29,4,5,1,1,11,12,10,2,3,8,12,12,14,15,2,1,14,13,8,11,2,10,16,12,10,9,15,2,15,15,3,8,8,11,8,2,6,12,11,9,5,11,14,3,2,13,13,14,10,10,1
655,Luca Antei,DC,1600000.0,188,26,3,5,2,1,14,16,8,1,1,11,13,14,14,12,1,3,14,6,10,13,3,8,12,12,13,8,10,3,14,13,3,7,7,11,6,1,8,11,10,7,6,10,12,3,3,13,15,11,11,14,1
656,Matthew Pennington,DR||DC,725000.0,186,23,3,5,1,18,12,15,8,2,3,12,13,12,14,12,2,3,12,6,12,12,3,11,13,13,11,5,10,3,12,13,1,6,5,11,7,3,10,15,13,9,5,12,13,2,2,15,11,12,12,12,3
657,Tamas Kadar,DL||DC,625000.0,188,28,2,1,5,1,12,14,10,3,3,10,13,13,15,13,3,1,12,8,12,13,1,8,10,10,13,9,9,4,13,12,1,5,10,12,5,2,10,14,12,11,5,12,12,2,3,17,15,12,14,16,1
658,Richard Keogh,DC,3400000.0,183,31,3,5,2,9,12,16,6,2,3,9,15,14,15,17,1,2,14,8,10,11,2,8,15,13,10,5,17,1,13,15,3,3,3,8,10,1,8,14,12,7,4,12,10,2,1,17,13,14,10,14,2
659,Tommie Hoban,DR||DL||DC,850000.0,188,24,3,5,2,1,12,15,12,3,3,11,12,13,11,13,1,2,13,3,10,13,2,13,12,12,7,5,10,2,13,14,2,7,5,11,5,1,8,14,13,6,4,13,12,1,3,13,12,14,13,7,3
660,Zarko Tomasevic,DL||DC,2300000.0,190,28,1,2,5,1,11,14,9,1,1,9,14,14,15,14,1,4,14,10,9,11,1,9,14,14,10,7,14,2,16,13,2,8,9,9,8,3,7,13,9,9,8,14,13,1,2,12,14,13,11,13,2
661,Chris Mepham,DC,1600000.0,191,20,3,5,2,18,11,14,11,3,1,12,14,14,14,13,3,3,14,4,13,11,2,6,14,13,4,4,11,1,15,14,1,5,6,12,7,3,11,16,14,5,4,14,14,1,3,14,14,14,6,12,1
662,Marcel Franke,DC,1600000.0,193,25,3,5,2,8,10,10,9,3,2,9,14,14,16,13,2,1,13,7,11,12,2,7,14,14,8,9,12,3,17,15,3,5,4,9,8,3,6,14,12,6,5,13,10,2,1,16,14,12,8,6,2
663,Andreas Bjelland,DL||DC||DM,4500000.0,188,30,1,2,5,12,9,14,12,2,1,11,13,15,14,13,3,1,15,7,13,9,1,7,14,15,11,5,15,3,14,13,3,8,6,12,5,4,9,17,14,8,6,14,15,2,2,9,13,15,9,13,2
664,Raul Albentosa,DC,900000.0,192,29,3,5,1,7,7,15,7,2,2,10,15,13,16,12,2,1,17,8,11,10,4,11,13,15,10,10,13,2,16,13,2,7,11,10,7,3,6,14,14,8,8,14,14,1,2,16,9,15,9,15,1
665,Zouhair Feddal,DC,900000.0,190,29,2,1,5,1,12,15,11,3,2,11,13,14,14,14,2,2,14,5,11,13,1,12,14,14,8,8,11,4,16,13,1,9,10,10,7,2,9,13,13,8,8,14,13,2,1,14,10,16,11,13,3
666,Marc Muniesa,DL||DC,900000.0,179,26,2,1,5,7,14,15,13,1,3,15,15,14,12,14,3,3,14,7,14,14,3,11,10,13,9,6,10,1,9,12,1,6,12,13,7,1,9,13,14,10,4,14,12,3,3,14,14,13,14,12,2
667,Aissa Mandi,DR||DL||DC,900000.0,184,26,3,5,2,18,14,14,11,2,3,12,14,15,14,13,4,1,12,6,12,14,2,12,15,13,12,5,12,3,13,14,1,6,7,10,5,1,9,16,13,13,6,12,12,2,2,16,14,15,13,14,2
668,Miha Mevlja,DC,3400000.0,190,28,4,5,1,18,10,16,8,1,1,10,14,14,13,13,3,1,15,8,13,12,2,6,15,14,5,8,13,2,14,16,1,6,8,10,7,1,6,16,13,8,7,16,12,1,4,13,12,15,11,11,3
669,Guillermo Ortiz,DC,1300000.0,183,25,3,5,2,1,12,13,8,1,2,11,13,14,15,14,2,1,15,6,10,10,2,6,13,15,8,5,14,3,13,14,1,5,6,12,5,3,7,13,12,6,6,12,12,2,3,15,14,13,11,16,1
670,Emil Bergstrom,DL||DC,2000000.0,188,25,3,5,1,18,10,14,8,3,1,10,16,14,13,15,1,3,13,7,12,12,2,9,14,13,10,5,14,1,13,16,1,7,8,10,8,2,7,16,14,8,6,14,11,4,2,15,12,12,10,14,3
671,Frederik Sorensen,DR||DC,2000000.0,194,26,3,5,2,19,11,10,9,1,1,8,17,13,16,13,3,2,14,6,10,15,1,7,13,13,17,9,10,3,18,12,2,6,6,8,6,1,6,12,12,9,5,15,15,3,1,13,14,16,7,5,3
672,Eduard Lowen,DC||DM||MC,2000000.0,188,21,3,5,4,0,11,10,12,1,2,13,12,12,16,12,3,3,11,10,14,13,3,13,11,12,10,13,9,2,14,14,3,14,13,12,9,2,10,14,10,9,10,11,14,2,2,16,15,16,11,12,2
673,Stijn Wuytens,DC||DM||MC,2000000.0,183,28,2,1,5,1,11,14,13,1,1,12,14,13,12,14,3,1,12,10,13,11,3,14,15,13,8,13,14,3,12,12,2,14,13,12,7,1,10,14,12,10,12,13,12,3,3,12,13,13,12,11,3
674,Xabi Etxeita,DC,7250000.0,185,30,3,5,2,1,11,16,8,3,2,10,15,15,15,15,3,2,15,2,10,11,4,5,11,16,7,6,13,1,14,15,1,5,8,10,7,2,9,14,13,6,6,15,13,1,4,15,11,13,10,14,1
675,Fabian Lustenberger,DC||DM||MC,4000000.0,180,30,3,5,2,8,12,12,10,2,1,12,18,13,9,14,1,1,15,8,13,11,2,8,12,12,8,8,12,2,11,11,2,6,6,11,6,1,9,13,15,9,6,14,14,2,1,10,10,17,13,9,4
676,Ezequiel Munoz,DC,"40,999,999,999,999,900",185,27,3,5,1,18,12,15,8,4,2,11,14,15,16,14,2,1,14,5,12,11,3,8,16,13,9,7,12,3,14,16,2,5,7,12,7,3,8,15,13,6,5,11,12,2,3,16,14,14,10,17,2
677,Jordi Amat,DC,"40,999,999,999,999,900",184,26,3,5,4,18,12,17,10,3,1,11,14,14,14,14,3,1,15,6,11,12,3,9,15,13,11,11,12,3,12,12,1,6,9,12,6,2,10,15,11,8,7,12,13,2,1,17,13,14,11,18,1
678,Djene Dakonam,DR||DC||DM,"40,999,999,999,999,900",176,26,3,5,2,1,15,15,11,4,3,10,12,13,12,14,3,1,12,8,9,14,2,11,15,14,11,8,9,2,7,7,1,7,8,11,5,3,9,10,12,11,9,14,12,2,1,13,11,12,14,11,3
679,Aritz Elustondo,DR||DC,850000.0,182,24,3,5,2,3,12,15,14,2,2,13,16,14,13,14,4,1,13,6,13,14,3,9,12,14,11,12,14,4,13,15,3,7,4,12,4,3,10,20,13,13,4,14,13,4,1,16,12,13,12,13,2
680,Ruben Duarte,DL||DC,850000.0,180,22,2,1,5,1,13,13,12,3,1,12,14,14,11,14,3,1,15,7,13,14,1,11,14,13,11,9,13,3,8,9,2,12,8,13,7,2,9,3,13,10,11,13,13,2,2,13,13,14,13,7,3
681,Gabriele Angella,DC,1300000.0,189,29,3,5,2,1,8,13,14,2,3,12,11,14,14,14,2,1,13,8,13,11,3,11,12,13,10,7,13,2,16,15,2,4,7,10,9,1,9,13,10,8,5,12,13,1,2,15,13,14,12,13,2
682,Marco Capuano,DC,1300000.0,186,26,1,1,5,18,12,14,8,2,4,10,14,13,14,14,1,2,14,5,12,13,1,8,13,14,14,11,13,3,11,13,3,7,6,11,5,2,7,16,11,11,6,14,13,3,2,13,14,13,10,15,3
683,Gege,DR||DC,675000.0,183,30,3,5,2,5,11,14,6,4,2,8,13,13,14,13,2,1,13,5,9,13,3,8,13,14,12,6,13,1,13,14,1,6,4,9,5,3,7,14,11,7,4,12,9,2,1,13,14,12,10,14,3
684,Oscar Murillo,DC,900000.0,184,30,1,2,5,1,13,14,10,2,3,8,11,13,14,13,2,1,12,2,8,12,1,11,11,13,10,7,12,1,15,14,1,6,1,9,8,2,7,11,13,8,11,13,13,4,1,12,12,13,11,6,3
685,David Lomban,DC,5500000.0,188,31,3,5,1,6,10,13,11,2,1,13,15,14,15,14,2,1,13,16,12,13,1,11,13,15,10,8,14,4,15,14,4,13,10,11,8,1,10,16,13,5,5,14,13,1,2,13,9,13,11,12,1
686,Emiliano Velazquez,DC,3800000.0,185,24,3,5,2,1,12,14,8,1,3,12,14,12,14,13,1,1,13,9,10,12,3,14,11,13,6,7,14,3,13,15,3,9,6,12,10,2,11,14,12,10,7,14,12,2,2,14,14,12,12,13,3
687,Mauricio Lemos,DC,3800000.0,186,22,3,5,2,1,13,13,11,4,1,12,12,14,14,14,3,2,12,4,11,14,2,9,10,14,10,13,11,2,14,14,1,15,11,11,7,3,9,14,12,7,7,11,11,3,2,15,12,12,13,13,2
688,Dimitris Siovas,DC||DM,3800000.0,191,29,2,1,5,1,10,13,13,2,3,14,14,13,15,12,2,1,14,12,14,11,2,10,10,13,11,12,13,4,15,14,1,8,12,14,7,3,12,13,13,13,9,13,14,1,2,12,15,14,9,11,3
689,Miguel Barbieri,DC,450000.0,181,24,3,5,1,1,13,13,8,3,3,10,14,15,13,15,1,4,10,7,9,11,3,7,13,14,8,7,12,1,14,15,3,4,10,10,8,3,9,5,10,7,4,12,13,2,2,13,12,14,13,15,2
690,Eneko Boveda,DR||DL||DC,3900000.0,180,29,3,5,1,18,13,14,10,1,1,11,14,14,13,14,1,1,14,4,11,14,3,12,11,12,14,8,11,1,11,12,3,6,9,10,3,4,11,15,13,11,4,14,13,2,1,14,13,14,12,11,2
691,Matt Hedges,DC,1600000.0,194,28,3,5,4,8,12,14,10,1,3,10,13,14,14,14,1,1,12,7,11,12,3,8,13,13,5,5,15,2,16,15,1,5,4,10,5,3,5,13,13,6,6,12,10,2,3,13,12,12,9,10,3
692,Hidde ter Avest,DR||DC,1200000.0,182,21,3,5,1,1,13,15,13,4,3,11,14,12,13,12,3,3,13,9,12,13,1,10,9,12,9,8,11,1,12,12,1,8,13,11,7,1,10,14,12,11,11,12,11,3,3,12,13,14,12,13,1
693,Michael Ngadeu-Ngadjui,DC||DM,6250000.0,190,27,4,5,1,1,10,14,6,2,2,6,14,15,18,14,1,3,14,13,9,11,2,8,14,15,5,10,10,3,19,17,1,8,5,9,10,3,6,14,11,6,3,8,14,1,2,15,16,10,11,12,2
694,Simon Deli,DC,6250000.0,192,26,1,2,5,1,15,9,8,3,3,14,8,14,19,14,3,1,11,10,10,14,2,9,14,15,5,5,7,1,19,14,2,10,16,12,7,1,12,13,10,7,1,6,10,1,1,14,19,10,14,12,1
695,Toni Leistner,DC,1300000.0,190,27,3,5,2,19,9,12,8,1,1,8,15,14,17,13,2,3,13,6,10,10,3,7,14,15,10,8,15,4,16,13,3,4,5,8,5,2,6,13,11,7,4,14,10,2,2,16,15,12,8,14,3
696,Uros Spajic,DC,2700000.0,186,25,3,5,1,1,13,13,8,3,2,11,14,12,13,14,2,2,13,7,11,14,1,9,15,15,6,8,12,3,13,13,3,6,8,11,5,4,8,14,11,8,4,12,11,3,1,14,13,16,12,14,2
697,Ilja Kutepov,DC,2700000.0,192,25,4,5,1,18,12,16,6,2,3,11,16,14,13,15,1,1,14,10,11,12,2,5,15,14,11,10,11,2,15,13,2,6,5,12,6,3,6,15,13,5,5,16,15,3,3,15,10,14,10,12,1
698,Bruno Uvini,DC,500000.0,187,27,3,5,1,1,11,13,7,2,1,12,13,15,15,12,2,1,16,8,12,9,2,6,15,14,5,7,6,2,15,14,1,7,9,10,12,2,9,12,12,7,6,13,13,2,2,13,14,13,11,10,2
699,Jonathan Maidana,DC,9000000.0,183,33,3,5,1,15,7,16,7,3,1,8,16,16,16,14,3,1,17,10,10,7,2,5,13,16,10,6,15,2,14,16,2,3,4,11,3,3,6,15,15,6,5,16,15,1,2,16,16,16,7,16,2
700,Sol Bamba,DC,2700000.0,190,33,3,5,2,6,11,13,12,1,3,11,14,15,15,14,3,2,13,6,9,13,3,6,14,14,5,9,15,2,16,15,2,9,10,8,7,3,10,16,10,8,6,8,14,1,3,15,13,13,12,14,2
701,Silvan Hefti,DR||DC,2700000.0,182,20,4,5,1,1,12,12,10,3,1,10,13,15,13,14,2,3,13,6,13,12,2,9,12,14,12,10,13,4,11,13,3,5,7,10,6,3,9,10,13,7,6,12,14,1,3,14,12,14,12,15,3
702,Bruno,DC,3400000.0,184,28,4,5,1,18,13,15,6,4,2,8,12,14,15,14,2,1,14,6,9,13,2,9,14,14,10,8,12,1,13,14,1,5,6,10,6,1,6,15,13,9,4,13,12,1,2,15,11,14,12,14,2
703,Rober,DR||DC||DM,3400000.0,182,23,3,5,2,1,12,14,10,1,3,11,14,13,14,14,2,3,13,8,12,13,3,8,13,14,10,7,10,3,12,13,2,7,9,11,7,4,8,12,13,7,6,14,13,2,1,14,11,13,12,13,2
704,Joris Gnagnon,DC||DM,3400000.0,182,21,3,5,1,1,12,14,9,2,1,12,13,14,17,16,2,3,12,8,12,13,3,8,16,14,6,6,13,2,15,15,2,5,8,12,5,1,9,12,13,8,5,12,12,3,3,17,16,13,11,15,3
705,Chico,DC,900000.0,186,31,3,5,2,5,10,13,11,2,3,14,16,15,13,15,3,3,14,7,11,10,2,7,13,15,9,9,12,2,13,15,2,8,9,13,8,2,6,14,13,7,7,12,13,2,4,16,10,15,10,15,1
706,Santiago Garcia,DL||DC,3600000.0,191,30,2,1,5,15,12,17,9,4,4,10,10,15,14,17,3,1,12,7,12,15,3,10,13,14,16,10,13,3,15,13,2,8,11,10,8,2,12,17,7,13,11,8,9,2,2,18,16,16,10,17,3
707,Molla Wague,DR||DC,2000000.0,191,27,4,5,1,8,13,14,6,1,2,9,14,15,15,14,2,1,13,6,7,14,3,8,13,14,5,6,8,2,16,16,3,6,6,8,8,3,6,13,12,6,3,13,13,3,3,15,14,12,11,13,3
708,Timo Letschert,DC,450000.0,188,25,3,5,2,6,10,12,12,3,3,10,13,13,13,12,1,1,13,6,11,14,3,15,13,13,9,9,15,1,14,14,3,15,14,12,5,3,8,15,12,8,6,12,11,3,1,15,12,13,10,18,3
709,Leiton Jimenez,DC,3400000.0,181,29,3,5,2,1,14,14,10,3,3,11,14,13,13,13,1,1,13,10,10,14,2,11,13,14,12,11,9,1,13,15,2,8,1,12,9,2,10,14,13,8,7,14,12,3,3,11,13,13,13,9,1
710,Jonatan Galvan,DC||DM,900000.0,177,28,3,5,2,1,11,18,10,2,1,13,13,15,14,13,2,3,14,9,14,10,2,9,11,13,8,9,9,2,10,12,1,4,8,12,6,1,8,8,13,5,3,11,9,2,2,12,12,13,12,12,1
711,Breno,DC,6250000.0,191,28,3,5,1,7,12,14,11,3,3,12,14,13,15,13,4,1,14,10,13,12,1,10,15,13,8,9,11,2,16,15,1,7,10,12,7,1,11,10,12,7,6,13,13,1,3,14,15,14,12,13,1
712,Rick van Drongelen,DL||DC,1300000.0,185,19,1,2,5,19,12,13,10,3,1,8,15,15,14,12,2,4,12,8,10,15,1,8,13,14,12,9,13,1,14,11,1,5,8,8,7,3,11,17,11,10,4,12,10,4,3,16,15,13,11,10,2
713,Dusko Tosic,DL||DC,2700000.0,185,33,0,3,5,1,10,14,11,3,1,12,14,15,15,14,1,4,13,5,12,12,1,11,15,12,10,9,14,2,12,14,3,6,7,11,7,2,10,12,12,11,9,11,13,1,1,18,15,14,10,16,2
714,Joe Worrall,DC,450000.0,193,21,3,5,4,1,10,12,7,1,1,10,10,14,13,15,3,2,12,5,12,11,2,7,12,12,7,5,14,3,16,14,3,6,8,11,5,3,6,7,12,7,6,11,12,1,3,13,12,11,11,12,2
715,Ximo Navarro,DR||DC,3200000.0,178,28,3,5,2,1,15,13,10,1,2,11,12,14,11,13,3,2,12,8,11,15,3,12,13,13,5,8,13,4,11,12,3,8,9,10,9,2,11,8,12,12,9,13,11,1,3,13,13,12,12,13,1
716,Lucas Orban,DL||DC,1600000.0,185,29,1,1,5,18,10,16,11,3,2,12,16,16,14,14,1,1,11,6,13,12,1,10,14,14,12,9,11,2,15,13,2,8,6,12,6,2,9,17,11,11,8,8,10,3,1,16,12,13,12,16,2
717,Nicolas Pareja,DC,13500000.0,183,34,3,5,2,4,8,15,13,2,2,13,15,15,13,12,3,3,16,11,14,8,1,9,9,15,7,10,16,2,12,13,3,14,9,11,7,3,8,18,15,10,2,16,15,1,2,16,14,13,9,12,3
718,Curtis Davies,DC,6250000.0,188,33,3,5,2,18,11,16,8,1,4,10,16,18,14,15,2,1,14,4,11,11,1,8,14,14,7,3,17,3,15,18,3,3,5,9,5,3,11,17,10,6,2,13,13,1,2,17,14,14,11,12,3
719,Miguel Britos,DL||DC,2300000.0,188,33,1,2,5,1,12,13,11,2,3,13,13,15,15,13,3,1,14,10,10,14,3,10,15,13,13,12,8,2,14,14,1,11,9,12,8,4,8,12,10,7,7,11,11,1,2,14,14,15,11,15,3
720,Charlie Mulgrew,DC,"40,999,999,999,999,900",193,32,2,1,5,16,11,15,13,2,2,13,15,14,13,12,2,2,13,18,14,11,3,11,18,12,14,14,18,1,14,15,3,18,12,13,12,2,11,16,14,14,18,12,15,2,3,14,12,13,7,13,1
721,Ricardo Ferreira,DC,3800000.0,190,25,3,5,2,18,12,13,10,3,1,13,13,14,14,12,2,4,14,5,13,12,1,8,14,14,10,8,11,2,14,14,3,5,5,12,8,3,10,15,12,8,5,13,13,2,4,12,13,13,12,13,2
722,Semih Kaya,DC,900000.0,184,27,3,5,2,12,14,11,8,3,1,9,13,14,12,13,3,2,15,7,9,13,1,7,10,14,8,4,10,3,13,12,1,2,5,9,3,2,8,12,13,7,3,10,15,1,4,17,12,15,13,12,2
723,Alexis,DC,9000000.0,183,32,3,5,4,1,13,14,10,3,3,12,15,16,12,12,2,4,14,9,11,13,2,10,11,14,9,8,9,3,14,16,3,6,7,12,6,3,8,10,12,7,7,12,13,3,2,15,14,15,12,15,1
724,Joan Oumari,DC,400000.0,187,29,2,1,5,1,11,12,6,1,1,8,12,12,14,13,2,3,10,6,10,12,1,7,11,15,8,6,12,3,13,12,1,7,4,8,7,2,5,10,12,6,5,8,8,1,2,13,15,12,12,16,1
725,Marek Suchy,DC,3800000.0,183,30,3,5,2,8,10,11,5,2,1,9,14,15,15,15,3,1,14,6,9,11,1,8,13,15,8,7,15,3,12,15,3,6,4,9,6,3,6,14,14,4,4,9,14,2,2,17,16,15,9,13,1
726,Ezri Konsa,DR||DC||DM,450000.0,183,20,3,5,1,7,13,16,14,1,3,13,15,15,13,15,3,3,14,4,13,13,3,8,14,13,7,3,7,1,12,13,2,3,10,11,4,1,11,11,12,7,4,9,14,1,3,12,13,13,11,13,3
727,Tobias Figueiredo,DC,450000.0,188,24,3,5,2,1,11,13,9,2,1,10,13,14,15,15,1,1,14,11,11,11,3,11,11,13,10,9,14,2,15,15,1,9,4,11,9,1,9,14,8,8,8,14,8,1,2,14,16,13,10,15,3
728,Erik Sviatchenko,DC,9000000.0,185,26,3,5,4,5,9,14,8,1,1,9,13,15,14,13,2,2,14,7,12,13,3,8,16,15,10,7,15,2,14,15,3,6,8,12,7,3,8,14,14,7,6,11,13,3,1,14,13,13,8,15,1
729,Dylan Bronn,DR||DC,450000.0,185,23,1,2,5,1,12,14,9,3,1,11,13,13,14,14,1,4,12,7,10,13,1,8,10,13,5,6,6,2,13,13,2,8,5,10,5,1,6,14,12,8,6,13,12,1,4,15,14,13,11,14,3
730,James Lawrence,DL||DC||DM||MC,450000.0,187,25,1,1,5,1,10,15,12,1,3,10,13,12,10,15,2,2,14,6,10,11,2,9,12,12,4,14,14,3,14,12,1,10,6,10,8,3,9,6,13,5,10,8,10,2,3,11,10,12,9,8,3
